"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"579",579,578,"Michigan 8th District - Bishop vs. Slotkin","Target-Insyght/MIRS","Bishop 48, Slotkin 45",3,"2018-10-19",2018,"unknown"
"580",580,579,"Maine 2nd District - Poliquin vs. Golden","Pan Atlantic*","Poliquin 37, Golden 37",0,"2018-10-19",2018,"B+"
"581",581,580,"West Virginia 3rd District - Miller vs. Ojeda","NY Times/Siena","Miller 46, Ojeda 41",5,"2018-10-19",2018,"A"
"582",582,581,"Maine 2nd District - Poliquin vs. Golden","NY Times/Siena","Poliquin 41, Golden 41",0,"2018-10-19",2018,"A"
"583",583,582,"New Jersey 11th District - Webber vs. Sherrill","NY Times/Siena","Sherrill 49, Webber 38",11,"2018-10-19",2018,"A"
"584",584,583,"Pennsylvania 7th District - Nothstein vs. Wild","Morning Call*","Wild 48, Nothstein 41",7,"2018-10-19",2018,"unknown"
"585",585,584,"Texas 23rd District - Hurd vs. Ortiz Jones","NY Times/Siena","Hurd 53, Ortiz Jones 38",15,"2018-10-19",2018,"A"
"586",586,585,"Pennsylvania 8th District - Chrin vs. Cartwright","NY Times/Siena","Cartwright 52, Chrin 40",12,"2018-10-20",2018,"A"
"587",587,586,"Florida 15th District - Spano vs. Carlson","NY Times/Siena","Spano 43, Carlson 43",0,"2018-10-20",2018,"A"
"588",588,587,"Arkansas 2nd District - Hill vs. Tucker","Talk Business/Hendrix College*","Hill 52, Tucker 40",12,"2018-10-21",2018,"B-"
"589",589,588,"Washington 3rd District - Herrera Beutler vs. Long","NY Times/Siena","Beutler 48, Long 41",7,"2018-10-21",2018,"A"
"590",590,589,"Florida 27th District - Salazar vs. Shalala","NY Times/Siena","Shalala 44, Salazar 37",7,"2018-10-22",2018,"A"
"591",591,590,"Georgia 7th District - Woodall vs. Bourdeaux","JMC Analytics","Woodall 49, Bourdeaux 43",6,"2018-10-22",2018,"unknown"
"592",592,591,"New York 19th District - Faso vs. Delgado","Siena*","Faso 44, Delgado 43",1,"2018-10-22",2018,"A"
"593",593,592,"New Hampshire 1st District - Edwards vs. Pappas","UNH*","Pappas 46, Edwards 37",9,"2018-10-22",2018,"unknown"
"594",594,593,"New Hampshire 2nd District - Negron vs. Kuster","UNH*","Kuster 53, Negron 38",15,"2018-10-22",2018,"unknown"
"595",595,594,"California 48th District - Rohrabacher vs. Rouda","Monmouth","Rohrabacher 50, Rouda 48",2,"2018-10-23",2018,"A+"
"596",596,595,"Virginia 2nd District - Taylor vs. Luria","NY Times/Siena","Taylor 45, Luria 42",3,"2018-10-23",2018,"A"
"597",597,596,"Virginia 5th District - Riggleman vs. Cockburn","NY Times/Siena","Cockburn 46, Riggleman 45",1,"2018-10-23",2018,"A"
"598",598,597,"Montana At-Large District - Gianforte vs. Williams","MTN-MSU*","Gianforte 48, Williams 40",8,"2018-10-23",2018,"unknown"
"599",599,598,"Montana At-Large District - Gianforte vs. Williams","MSU-Billings*","Gianforte 44, Williams 41",3,"2018-10-23",2018,"unknown"
"600",600,599,"Illinois 12th District - Bost vs. Kelly","NY Times/Siena","Bost 48, Kelly 39",9,"2018-10-23",2018,"A"
"601",601,600,"Georgia 6th District - Handel vs. McBath","JMC Analytics","Handel 49, McBath 45",4,"2018-10-23",2018,"unknown"
"602",602,601,"Minnesota 1st District - Hagedorn vs. Feehan","KSTP/SurveyUSA","Feehan 47, Hagedorn 45",2,"2018-10-24",2018,"A"
"603",603,602,"New York 22nd District - Tenney vs. Brindisi","Siena","Brindisi 46, Tenney 45",1,"2018-10-24",2018,"A"
"604",604,603,"New Mexico 2nd District - Herrell vs. Small","NY Times/Siena","Herrell 45, Small 44",1,"2018-10-24",2018,"A"
"605",605,604,"California 39th District - Kim vs. Cisneros","NY Times/Siena","Cisneros 47, Kim 46",1,"2018-10-25",2018,"A"
"606",606,605,"Florida 26th District - Curbelo vs. Mucarsel-Powell","NY Times/Siena","Mucarsel-Powell 45, Curbelo 44",1,"2018-10-25",2018,"A"
"607",607,606,"Virginia 10th District - Comstock vs. Wexton","Washington Post","Wexton 56, Comstock 43",13,"2018-10-25",2018,"A+"
"608",608,607,"New Jersey 3rd District - MacArthur vs. Kim","Monmouth","MacArthur 46, Kim 48",2,"2018-10-25",2018,"A+"
"609",609,608,"New Jersey 2nd District - Grossman vs. Van Drew","Stockton University","Van Drew 55, Grossman 38",17,"2018-10-25",2018,"B+"
"610",610,609,"California 10th District - Denham vs. Harder","NY Times/Siena","Harder 47, Denham 45",2,"2018-10-26",2018,"A"
"611",611,610,"California 49th District - Harkey vs. Levin","NY Times/Siena","Levin 53, Harkey 39",14,"2018-10-26",2018,"A"
"612",612,611,"Illinois 13th District - Davis vs. Londrigan","NY Times/Siena","Davis 46, Londrigan 41",5,"2018-10-26",2018,"A"
"613",613,612,"Ohio 1st District - Chabot vs. Pureval","NY Times/Siena","Chabot 50, Pureval 41",9,"2018-10-26",2018,"A"
"614",614,613,"Texas 7th District - Culberson vs. Fletcher","NY Times/Siena","Culberson 46, Fletcher 45",1,"2018-10-26",2018,"A"
"615",615,614,"New Jersey 3rd District - MacArthur vs. Kim","NY Times/Siena","MacArthur 45, Kim 44",1,"2018-10-26",2018,"A"
"616",616,615,"Utah 4th District - Love vs. McAdams","NY Times/Siena","McAdams 45, Love 45",0,"2018-10-27",2018,"A"
"617",617,616,"Pennsylvania 10th District - Perry vs. Scott","NY Times/Siena","Perry 45, Scott 43",2,"2018-10-27",2018,"A"
"618",618,617,"Illinois 6th District - Roskam vs. Casten","NY Times/Siena","Casten 46, Roskam 44",2,"2018-10-27",2018,"A"
"619",619,618,"Iowa 3rd District - Young vs. Axne","NY Times/Siena","Axne 43, Young 41",2,"2018-10-28",2018,"A"
"620",620,619,"New York 11th District - Donovan vs. Rose","NY Times/Siena","Donovan 44, Rose 40",4,"2018-10-28",2018,"A"
"621",621,620,"New York 24th District - Katko vs. Balter","Siena","Katko 53, Balter 39",14,"2018-10-28",2018,"A"
"622",622,621,"New Mexico 1st District - Arnold-Jones vs. Haaland","Emerson","Haaland 51, Arnold-Jones 41",10,"2018-10-29",2018,"B+"
"623",623,622,"California 25th District - Knight vs. Hill","NY Times/Siena","Knight 48, Hill 44",4,"2018-10-29",2018,"A"
"624",624,623,"New Mexico 2nd District - Herrell vs. Small","Emerson","Herrell 47, Small 47",0,"2018-10-29",2018,"B+"
"625",625,624,"New York 27th District - Collins vs. McMurray","NY Times/Siena","Collins 44, McMurray 40",4,"2018-10-29",2018,"A"
"626",626,625,"Virginia 7th District - Brat vs. Spanberger","Christopher Newport Univ.","Spanberger 46, Brat 45",1,"2018-10-29",2018,"B+"
"627",627,626,"California 50th District - Hunter vs. Campa-Najjar","KGTV-TV/SurveyUSA","Hunter 48, Campa-Najjar 45",3,"2018-10-30",2018,"A"
"628",628,627,"Kansas 2nd District - Watkins vs. Davis","Emerson","Watkins 48, Davis 41",7,"2018-10-30",2018,"B+"
"629",629,628,"Kansas 3rd District - Yoder vs. Davids","Emerson","Davids 55, Yoder 43",12,"2018-10-30",2018,"B+"
"630",630,629,"Montana At-Large District - Gianforte vs. Williams","Gravis","Gianforte 48, Williams 48",0,"2018-10-30",2018,"C+"
"631",631,630,"North Carolina 2nd District - Holding vs. Coleman","Civitas (R)/SurveyUSA*","Holding 49, Coleman 40",9,"2018-10-30",2018,"A"
"632",632,631,"Pennsylvania 1st District - Fitzpatrick vs. Wallace","NY Times/Siena","Fitzpatrick 47, Wallace 46",1,"2018-10-30",2018,"A"
"633",633,632,"Pennsylvania 10th District - Perry vs. Scott","Susquehanna","Perry 49, Scott 46",3,"2018-10-30",2018,"C+"
"634",634,633,"New York 19th District - Faso vs. Delgado","Monmouth*","Faso 44, Delgado 49",5,"2018-10-30",2018,"A+"
"635",635,634,"Utah 4th District - Love vs. McAdams","KUTV/Dixie Strategies","McAdams 50, Love 43",7,"2018-10-30",2018,"B-"
