,name,candidate_id,state,incumbent_challenge_full,party_full,office_full,cycles,election_years,last_file_date,load_date
15200,"SHEAR'REE,",P60003415,US,Challenger,REPUBLICAN PARTY,President,"[1996, 1998, 2000]",[1996],1995-04-17,2002-04-07T00:00:00
15201,"SHEATS, MORRIS LEON",H2TX26010,TX,Challenger,REPUBLICAN PARTY,House,"[1982, 1984]",[1982],1981-11-02,2002-03-30T00:00:00
15202,"SHEA, WEVLEY WILLIAM",S4AK00156,AK,Challenger,REPUBLICAN PARTY,Senate,[2004],[2004],2004-06-16,2005-03-02T00:00:00
15203,"SHECKLER, LEWIS R ""LEW""",H2VA09051,VA,Challenger,REPUBLICAN PARTY,House,"[1992, 1994]",[1992],1992-05-18,2002-03-30T00:00:00
15204,"SHEDD, TIFFANY",H8AZ01237,AZ,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2017-10-04,2018-02-06T21:17:45
15205,"SHEEHAN, CINDY",H8CA08088,CA,Challenger,UNKNOWN,House,"[2008, 2010, 2012, 2014]",[2008],2008-05-08,2008-07-21T22:24:44
15206,"SHEEHAN, JAMES CHRISTOPHER",H8RI01076,RI,Challenger,REFORM PARTY,House,"[1998, 2000]",[1998],1998-08-24,2002-04-07T00:00:00
15207,"SHEEHAN, MOLLY",H8PA07119,PA,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2018-03-04,2018-03-04T21:10:14
15208,"SHEEHY, KEVIN L",H2NY14011,NY,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992, 1994]","[1982, 1984]",1984-08-20,2002-03-30T00:00:00
15209,"SHEELER, CARL L",S6RI00247,RI,Challenger,DEMOCRATIC PARTY,Senate,"[2006, 2008]",[2006],2005-10-26,2009-04-29T00:00:00
15210,"SHEETS, JAMES ANDREW",H0MA10124,MA,Open seat,INDEPENDENT,House,"[2010, 2012]",[2010],2010-06-14,2011-02-24T10:53:12
15211,"SHEETS, KENNETH",H8TX05094,TX,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2017-11-06,2018-02-06T21:17:45
15212,"SHEFFIELD, HORACE",H4MI13192,MI,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016]",[2014],2014-03-18,2015-04-02T15:52:44
15213,"SHEFFIELD, MARIA",H2GA12147,GA,Challenger,REPUBLICAN PARTY,House,"[2012, 2014]",[2012],2012-01-04,2013-04-26T09:04:30
15214,"SHEIL, JOHN ARTHUR",H4OH02149,OH,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016, 2018]",[2014],2013-05-31,2013-06-04T22:16:27
15215,"SHEIN, BILL",H2MA01202,MA,Open seat,DEMOCRATIC PARTY,House,"[2012, 2014]",[2012],2012-02-08,2013-04-26T09:04:30
15216,"SHEIN, DIMITRI",H8AK00132,AK,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-05-22,2017-08-01T20:57:28
15217,"SHEKARI, MELODY",H6TN03152,TN,Challenger,DEMOCRATIC PARTY,House,[2016],[2016],2016-04-01,2016-07-19T20:58:30
15218,"SHELBY, RICHARD C",S6AL00013,AL,Incumbent,REPUBLICAN PARTY,Senate,"[1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1986, 1992, 1998, 2004, 2010, 2016, 2022]",2016-05-02,2018-05-21T21:07:17
15219,"SHELDON, CHRISTOPHER",H2MA09189,MA,Challenger,REPUBLICAN PARTY,House,"[2012, 2014, 2016]",[2012],2012-01-10,2013-04-26T09:04:30
15220,"SHELDON, DONNA HORTMAN",H4GA10055,GA,Open seat,REPUBLICAN PARTY,House,[2014],[2014],2013-04-09,2013-07-16T22:41:35
15221,"SHELDON, GEORGE HENRY",H2FL07016,FL,Open seat,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1996]","[1982, 1996]",1995-12-07,2002-04-02T00:00:00
15222,"SHELDON, SAMUEL MARTIN",H4FL18035,FL,Challenger,DEMOCRATIC PARTY,House,[2004],[2004],2004-04-29,2005-03-02T00:00:00
15223,"SHELDON, STEPHEN MARC",H4CO03241,CO,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016, 2018]","[2014, 2016]",2016-03-23,2017-02-23T14:47:46
15224,"SHELLENBERG, FRED THOMAS",P60003209,US,Challenger,REPUBLICAN PARTY,President,[1996],[1996],1996-01-11,2002-04-02T00:00:00
15225,"SHELLEY, ERIK WILLIAM",H8MI11239,MI,Challenger,GREEN PARTY,House,"[2008, 2010]",[2008],2008-09-29,2008-09-29T00:00:00
15226,"SHELLEY, SUSAN",H2CA30242,CA,Challenger,REPUBLICAN PARTY,House,"[2012, 2014, 2016]",[2012],2012-02-23,2013-04-26T09:04:30
15227,"SHELTON, JASON",S8MS00303,MS,Open seat,DEMOCRATIC PARTY,Senate,[2018],[2018],2018-07-14,2018-08-01T00:13:22
15228,"SHENDO, BENNY JR",H8NM03204,NM,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010]",[2008],2008-01-02,2008-04-21T00:00:00
15229,"SHEPARD, DAVID BRANDON",S8TN00204,TN,Challenger,INDEPENDENT,Senate,[1988],[1988],1988-05-20,2005-05-26T00:00:00
15230,"SHEPARD, JACK",H4MN04082,MN,Challenger,REPUBLICAN PARTY,House,"[2004, 2006, 2008, 2010, 2012]","[2004, 2006, 2010]",2010-04-21,2011-02-24T10:53:11
15231,"SHEPARD, JACK",S2MN00159,MN,Challenger,OTHER,Senate,"[2002, 2008, 2012, 2014, 2016, 2018]","[2000, 2008, 2012, 2014]",2014-05-20,2018-02-17T09:16:20
15232,"SHEPARD, JACK EDWARD",P80004021,US,Open seat,DEMOCRATIC PARTY,President,"[2008, 2010, 2012, 2014, 2016, 2018]","[2008, 2016]",2015-10-14,2018-02-17T09:16:20
15233,"SHEPARD, MARK IRVING",H6VT00194,VT,Open seat,REPUBLICAN PARTY,House,"[2006, 2008]",[2006],2006-01-03,2009-04-29T00:00:00
15234,"SHEPARD, SEAN C",H8IN07218,IN,Challenger,INDEPENDENT,House,"[2008, 2010, 2012, 2014, 2016, 2018]",[2008],2008-03-17,2008-04-04T22:37:08
15235,"SHEPARD, TAZEWELL",H0AL05189,AL,Challenger,DEMOCRATIC PARTY,House,"[2010, 2012, 2014]",[2010],2010-03-08,2012-01-31T21:44:08
15236,"SHEPARD, WILLIAM SETH",H6MD08051,MD,Challenger,REPUBLICAN PARTY,House,"[1976, 1986, 1988, 1990, 1992]","[1976, 1986]",1985-11-20,2002-03-30T00:00:00
15237,"SHEPHERD, DERRICK",H6LA02124,LA,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008, 2010, 2012]",[2006],2006-08-09,2009-04-29T22:11:29
15238,"SHEPHERD, DOUG",H6CA41182,CA,Challenger,REPUBLICAN PARTY,House,"[2016, 2018]","[2016, 2018]",2017-03-20,2017-04-19T21:05:08
15239,"SHEPHERD, KAREN F",H2UT02043,UT,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994, 1996]","[1992, 1994]",1993-01-07,2002-04-02T00:00:00
15240,"SHEPHERD, RICK",H6NV02255,NV,Challenger,DEMOCRATIC PARTY,House,"[2016, 2018]","[2016, 2018]",2017-05-12,2018-04-17T21:13:11
15241,"SHEPSTON, RONALD W II",H8CA42194,CA,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010, 2012, 2014, 2016]",[2008],2007-07-05,2008-01-07T21:45:39
15242,"SHERIDAN, TIMOTHY J",H4CA42086,CA,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016, 2018]","[2014, 2016]",2015-08-04,2017-02-23T14:47:46
15243,"SHERIDAN, WILLIAM J",S4WA00326,WA,Challenger,DEMOCRATIC PARTY,Senate,[1994],[1994],1993-12-03,2002-03-30T00:00:00
15244,"SHERMAN, BRAD",H6CA24113,CA,Incumbent,DEMOCRATIC PARTY,House,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2017-08-29,2018-04-11T21:09:46
15245,"SHERMAN, HOWARD",S8MS00246,MS,Challenger,DEMOCRATIC PARTY,Senate,[2018],[2018],2018-02-21,2018-04-27T21:22:31
15246,"SHERMAN, JAYESUN ISRAEL MR.",H8MN07102,MN,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2017-12-20,2018-07-23T21:09:09
15247,"SHERMAN, JEFFERSON WOODSON",P60005345,US,Open seat,REPUBLICAN PARTY,President,"[2014, 2016]",[2016],2015-04-03,2016-11-17T06:10:48
15248,"SHERMAN, NILES",H8IL02054,IL,Challenger,DEMOCRATIC PARTY,House,[1988],[1988],1988-02-26,2005-05-26T00:00:00
15249,"SHERMAN, WILLIAM FARRAR",H4AR02026,AR,Open seat,DEMOCRATIC PARTY,House,[1984],[1984],1984-01-03,2002-03-30T00:00:00
15250,"SHEROW, JAMES EARL",H4KS01075,KS,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016]",[2014],2014-02-24,2015-04-02T15:52:44
15251,"SHERRELL, LENDA",H4TN04171,TN,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016]",[2014],2014-01-17,2015-04-02T15:52:44
15252,"SHERRILL, CHARLES B",H4GA07184,GA,Open seat,UNKNOWN,House,[1984],[1983],1983-11-09,2002-03-30T00:00:00
15253,"SHERRILL, REBECCA MICHELLE",H8NJ11142,NJ,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-05-11,2018-01-30T21:08:53
15254,"SHERRY, BARBARA LOUISE",H8AZ02177,AZ,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-10-15,2018-01-30T21:08:53
15255,"SHERWOOD, CHARLES CAMPBELL",H2GA09010,GA,,REPUBLICAN PARTY,House,"[1982, 1984]",[1982],1982-02-19,2002-03-30T00:00:00
15256,"SHERWOOD, DONALD L.",H8PA10055,PA,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2002, 2004, 2006, 2008]","[1998, 2000, 2002, 2004, 2006]",2006-07-14,2006-08-10T00:00:00
15257,"SHERZAN, MICHAEL THOMAS",H4IA03057,IA,Challenger,DEMOCRATIC PARTY,House,"[2014, 2018]","[2014, 2018]",2017-02-28,2017-05-03T21:00:26
15258,"SHESTOKAS, DAVID J",H0IL05047,IL,Challenger,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996, 1998, 2000]","[1990, 1998]",1998-03-12,2002-04-07T00:00:00
15259,"SHETLER, RICHARD L",H0OH16071,OH,Challenger,LIBERTARIAN PARTY,House,[2000],[2000],2000-02-22,2002-04-07T00:00:00
15260,"SHETTLES, SARA JO",H6MO06187,MO,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008]",[2006],2005-10-03,2009-04-29T00:00:00
15261,"SHEY, JANE",H6IA06097,IA,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988, 1990]",[1986],1989-02-21,2002-03-30T00:00:00
15262,"SHEYMAN, ILYA",H2IL10050,IL,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014]",[2012],2011-04-19,2013-04-26T09:04:30
15263,"SHIELDS, JOHN M",H2MA11052,MA,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994]",[1992],1992-05-18,2002-03-30T00:00:00
15264,"SHIELDS, SUMMER J",H0CA08077,CA,Challenger,DEMOCRATIC PARTY,House,"[2010, 2012]","[2010, 2012]",2011-06-11,2012-04-13T21:47:45
15265,"SHILLING, KAREN E",S6OR00292,OR,Open seat,AMERICAN PARTY,Senate,[1996],[1996],1995-12-11,2002-04-02T00:00:00
15266,"SHIMIZU, M TOM",H6UT02135,UT,Challenger,REPUBLICAN PARTY,House,"[1986, 1988]",[1986],1986-03-31,2002-03-30T00:00:00
15267,"SHIMKUS, JOHN M",H2IL20042,IL,Incumbent,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1992, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2016-11-23,2017-03-02T21:00:15
15268,"SHIMP, ROY",H0CA15098,CA,Open seat,LIBERTARIAN PARTY,House,[1990],[1989],1989-08-01,2002-03-30T00:00:00
15269,"SHINAGAWA, NATHAN",H2NY22113,NY,Open seat,DEMOCRATIC PARTY,House,"[2012, 2014, 2016]",[2012],2012-03-29,2017-03-20T20:58:14
15270,"SHINDELL, SIDNEY",H2WI05176,WI,Open seat,REPUBLICAN PARTY,House,[1992],[1992],1992-03-03,2002-03-30T00:00:00
15271,"SHINE, HUGH D",H0TX11024,TX,Open seat,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996, 2004]","[1990, 2004]",2003-04-17,2005-03-02T00:00:00
15272,"SHINGLETON, ARTHUR DANIEL JR",S2CA00047,CA,,REPUBLICAN PARTY,Senate,"[1980, 1982, 1984]",[1982],1981-04-22,2002-03-30T00:00:00
15273,"SHIN, PAULL H",H4WA02074,WA,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996, 1998, 2000]","[1994, 1996]",1996-06-20,2002-04-07T00:00:00
15274,"SHINROCK, RUSSELL LLOYD",H2FL05077,FL,Open seat,REPUBLICAN PARTY,House,[1992],[1992],1992-04-09,2002-03-30T00:00:00
15275,"SHIPLEY, AL",S2HI00031,HI,,REPUBLICAN PARTY,Senate,"[1982, 1984]",[1982],1982-11-24,2002-03-30T00:00:00
15276,"SHIPLEY, SHERYL",H8IN04173,IN,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-09-12,2018-01-09T21:09:43
15277,"SHIPNUCK, BARBARA",H4CA17039,CA,Open seat,DEMOCRATIC PARTY,House,[1994],[1994],1993-01-08,2002-03-30T00:00:00
15278,"SHIPP, BRETT R.",H8TX32163,TX,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-12-06,2018-02-06T21:17:45
15279,"SHIRATORI, MILES",H4HI02082,HI,Open seat,DEMOCRATIC PARTY,House,"[2004, 2012]","[2004, 2012]",2012-05-21,2012-07-27T22:14:12
15280,"SHIRLEY, KELLY",H4FL07111,FL,Challenger,REPUBLICAN PARTY,House,[2014],[2014],2014-04-10,2014-07-14T21:47:26
15281,"SHIVELY, LESLIE CURTIS MR",H4IN08082,IN,Challenger,REPUBLICAN PARTY,House,"[1994, 1996]",[1994],1993-11-29,2002-04-02T00:00:00
15282,"SHKRELI, SUZANNA",H6MI08262,MI,Challenger,DEMOCRATIC PARTY,House,"[2016, 2018]",[2016],2016-09-08,2017-02-23T14:47:46
15283,"SHOAF, FARREN KENT",H6NC13103,NC,Challenger,REPUBLICAN PARTY,House,[2016],[2016],2016-03-29,2016-06-06T21:00:43
15284,"SHOAF, FORREST",H2TN07111,TN,Open seat,REPUBLICAN PARTY,House,"[2002, 2004]",[2002],2002-04-16,2002-07-16T00:00:00
15285,"SHOAF, JAMES RYMAN",H4FL04035,FL,Challenger,REPUBLICAN PARTY,House,"[2014, 2016]",[2014],2014-04-10,2015-04-02T15:52:44
15286,"SHOBER, CASSANDRA RANIERI",H2NJ02144,NJ,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014]",[2012],2012-04-16,2013-04-26T09:04:30
15287,"SHOCKLEE, LEVII",H8TX06217,TX,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-07-21,2018-01-09T21:09:43
15288,"SHOCKLEY, WILLIAM",S2CA00161,CA,Challenger,REPUBLICAN PARTY,Senate,"[1982, 1984]",[1982],1982-06-03,2002-03-30T00:00:00
15289,"SHOEMAKER, ED",H8FL15214,FL,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2018-04-13,2018-07-17T21:11:36
15290,"SHOEMAKER, GARY MICHAEL",H8PA19056,PA,Challenger,LIBERTARIAN PARTY,House,"[1998, 2000]",[1998],1998-06-11,2002-04-07T00:00:00
15291,"SHOEMAKER, RONALD E",H8OH10028,OH,Challenger,REPUBLICAN PARTY,House,"[1988, 1990, 1992]",[1988],1988-03-01,2002-03-30T00:00:00
15292,"SHOEMAKER, THOMAS KENT",H8OH06034,OH,Challenger,REPUBLICAN PARTY,House,[1988],[1988],1987-11-03,2005-05-26T00:00:00
15293,"SHOGAN, STEPHEN H",S4CO00387,CO,Challenger,INDEPENDENT,Senate,"[2014, 2016]",[2014],2014-03-24,2016-11-17T06:10:49
15294,"SHOLANDER, MARK EARL",H8NC09040,NC,Challenger,DEMOCRATIC PARTY,House,"[1988, 1990, 1992, 1994]",[1988],1988-04-28,2002-03-30T00:00:00
15295,"SHOLLEY, EARL HENRY",H8MA04054,MA,Challenger,REPUBLICAN PARTY,House,"[2008, 2010, 2012, 2014]","[2008, 2010]",2009-06-09,2011-02-24T10:53:12
15296,"SHOMSHOR, PAUL CHARLES JR",H2IA05056,IA,Open seat,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2001-09-05,2002-04-12T00:00:00
15297,"SHO, MUHAMMAD",P60005733,US,Open seat,UNKNOWN,President,"[2016, 2018]",[2016],2015-01-20,2018-02-17T09:16:20
15298,"SHONDEL, JOHN S",H8OH03080,OH,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2002]",[1998],1998-09-23,2002-04-12T00:00:00
15299,"SHOOP, JOHN C W",H2WA02185,WA,Challenger,REPUBLICAN PARTY,House,[2012],[2012],2012-07-18,2012-07-27T22:14:12
15300,"SHOOTER, DON M",H2AZ02121,AZ,Challenger,REPUBLICAN PARTY,House,[1992],[1992],1992-09-14,2002-03-30T00:00:00
15301,"SHORE, HOWARD SCOTT",H0FL14032,FL,Challenger,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996]",[1990],1989-09-26,2002-04-02T00:00:00
15302,"SHORES, DANIEL L",H4MA09086,MA,Challenger,REPUBLICAN PARTY,House,"[2014, 2016, 2018]",[2014],2014-02-04,2015-04-02T15:52:44
15303,"SHORT, BRENDA FREEMAN",H0TN03312,TN,Open seat,DEMOCRATIC PARTY,House,[2010],[2010],2010-04-21,2010-07-13T22:09:37
15304,"SHORT, BRYON HALL",H6DE00198,DE,Open seat,DEMOCRATIC PARTY,House,"[2016, 2018]",[2016],2015-09-30,2017-02-23T14:47:46
15305,"SHORT, GRANT",H8KY02072,KY,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-06-12,2017-08-01T20:57:28
15306,"SHORT, PHILIP GRANVILLE",H0VA01110,VA,Open seat,REPUBLICAN PARTY,House,"[2000, 2002, 2004]",[2000],2000-04-05,2002-04-12T00:00:00
15307,"SHOULDERS, RAYMOND H",H0MI01054,MI,Challenger,REPUBLICAN PARTY,House,[1990],[1990],1990-05-24,2002-03-30T00:00:00
15308,"SHOWS, CLIFFORD RONALD",H8MS04404,MS,Challenger,DEMOCRATIC PARTY,House,"[1998, 2000, 2002, 2004]","[1998, 2000, 2002]",2001-02-07,2003-08-01T00:00:00
15309,"SHOWS, RONNIE",S8MS00204,MS,Challenger,DEMOCRATIC PARTY,Senate,[2008],[2008],2008-01-17,2008-05-12T00:00:00
15310,"SHRAUGER, BOB",H8MI02063,MI,Challenger,DEMOCRATIC PARTY,House,"[1998, 2000, 2002]","[1998, 2000]",2000-04-07,2002-04-12T00:00:00
15311,"SHREVE, CHARLES",H8VA05098,VA,Challenger,DEMOCRATIC PARTY,House,[2008],[2008],2007-07-09,2008-01-07T00:00:00
15312,"SHRIVER, MARK KENNEDY",H2MD08118,MD,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004]","[2002, 2004]",2003-08-06,2005-03-02T00:00:00
15313,"SHROEDER, HAROLD W",H8NY27101,NY,Challenger,CONSTITUTION PARTY,House,"[2008, 2010, 2012]",[2008],2008-06-30,2008-08-05T21:49:05
15314,"SHUDLICK, HAROLD A",S6MN00333,MN,Challenger,REPUBLICAN PARTY,Senate,"[2006, 2012, 2014, 2018]","[2006, 2012, 2014, 2018]",2018-01-25,2018-02-17T09:16:20
15315,"SHUDLICK, JON LARSEN",S6FL00137,FL,Challenger,REPUBLICAN PARTY,Senate,[1986],[1986],1986-08-08,2002-03-30T00:00:00
15316,"SHUDLICK, JON LARSEN",H8FL14126,FL,Open seat,REPUBLICAN PARTY,House,[1988],[1988],1988-07-20,2005-05-26T00:00:00
15317,"SHUDOFSKY, ARYEH",H6MD08531,MD,Open seat,REPUBLICAN PARTY,House,"[2016, 2018]",[2016],2015-10-13,2017-02-23T14:47:46
15318,"SHUFF, SUSAN E",H0MN03041,MN,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002]",[2000],2000-08-25,2002-04-12T00:00:00
15319,"SHUGARS, DALE L",H2MI06042,MI,Challenger,REPUBLICAN PARTY,House,"[2002, 2004, 2006, 2008, 2010]",[2002],2002-01-09,2005-05-24T00:00:00
15320,"SHUKDINAS, MICHAEL ANTHONY",H4FL15049,FL,Challenger,REPUBLICAN PARTY,House,"[1994, 1996, 1998]",[1994],1993-09-07,2002-04-03T00:00:00
15321,"SHULDINER, BENJAMIN OLIVER",H4NY19099,NY,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006, 2008, 2010, 2012]",[2006],2004-05-24,2009-04-29T22:11:29
15322,"SHULER, JOSEPH HEATH",H6NC11172,NC,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008, 2010, 2012, 2014]","[2006, 2008, 2010, 2012]",2010-12-30,2013-04-26T09:04:30
15323,"SHULL, JOHN C",H6TX20063,TX,Challenger,REPUBLICAN PARTY,House,"[1996, 1998, 2000]",[1996],1996-04-08,2002-04-07T00:00:00
15324,"SHULMAN, DENNIS G",H8NJ05094,NJ,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010]",[2008],2007-10-30,2008-06-06T00:00:00
15325,"SHURDEN, FRANKLIN DAVID",H8OK02056,OK,Challenger,DEMOCRATIC PARTY,House,[1988],[1988],1988-04-19,2005-05-26T00:00:00
15326,"SHUR, DIANE",H4MO05044,MO,Challenger,SOCIALIST PARTY U.S.A.,House,"[1984, 1986, 1988, 1990, 1992]",[1984],1984-05-18,2002-03-30T00:00:00
15327,"SHURIN, MICHAEL JOSEPH",H2NJ13141,NJ,Challenger,DEMOCRATIC PARTY,House,[2012],[2012],2012-03-30,2012-04-12T21:41:34
15328,"SHURTLEFF, MARK",S0UT00124,UT,Challenger,REPUBLICAN PARTY,Senate,"[2010, 2012, 2014, 2016, 2018]",[2010],2009-06-03,2018-02-17T09:16:20
15329,"SHUSTER, BOB",H6PA05083,PA,Challenger,REPUBLICAN PARTY,House,"[1996, 1998]",[1996],1996-01-24,2002-04-03T00:00:00
15330,"SHUSTER, JERRY",H8MN08027,MN,Challenger,REPUBLICAN PARTY,House,"[1988, 1990, 1992, 1998, 2000]","[1988, 1990, 1998]",1998-09-28,2002-04-07T00:00:00
15331,"SHUSTER, WILLIAM MR.",H2PA09035,PA,Incumbent,REPUBLICAN PARTY,House,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2016-11-29,2017-02-28T20:59:29
15332,"SHUTTLEWORTH, BRUCE BOWEN",H2VA08103,VA,Open seat,DEMOCRATIC PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014]",2014-01-28,2014-05-30T21:46:09
15333,"SHYNE, JOE",H2LA04053,LA,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994]",[1992],1992-07-15,2002-03-30T00:00:00
15334,"SHYPULEFSKI, JOHN BRENT",H4NC01103,NC,Challenger,REPUBLICAN PARTY,House,[2014],[2014],2014-04-24,2014-05-08T21:40:38
15335,"SIAS, LANGHORNE C",H0CO07067,CO,Challenger,REPUBLICAN PARTY,House,"[2010, 2012, 2014]",[2010],2010-01-12,2011-02-24T10:53:11
15336,"SIBLEY, DAVID M",H0TX11040,TX,Challenger,REPUBLICAN PARTY,House,"[1990, 1992]",[1990],1990-01-08,2002-03-30T00:00:00
15337,"SICA, PETER J",H8NJ06084,NJ,Challenger,REPUBLICAN PARTY,House,"[1988, 1990]",[1988],1988-07-08,2002-03-30T00:00:00
15338,"SICKLES, CARLTON R",H6MD08259,MD,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988, 1990]",[1986],1985-12-03,2002-03-30T00:00:00
15339,"SICKLES, MARK DAVID",H4VA08190,VA,Open seat,DEMOCRATIC PARTY,House,[2014],[2014],2014-01-24,2014-04-23T22:09:35
15340,"SIDDIQUI, OMAR A.",H8CA48084,CA,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-07-04,2017-10-18T21:02:35
15341,"SIDIE, JAY",H6KS03241,KS,Challenger,DEMOCRATIC PARTY,House,"[2016, 2018]","[2016, 2018]",2017-04-18,2017-05-03T21:00:26
15342,"SIDWELL, SCOTT E",H6NE03024,NE,Challenger,DEMOCRATIC PARTY,House,"[1976, 1986, 1988, 1990, 1992, 1994, 1996]","[1976, 1986, 1990]",1990-07-03,2002-04-02T00:00:00
15343,"SIEBERT, MURIEL",S2NY00051,NY,Challenger,REPUBLICAN PARTY,Senate,"[1982, 1984, 1986, 1988]",[1982],1982-05-25,2002-03-30T00:00:00
15344,"SIEGELMAN, DON",S6AL00021,AL,Challenger,DEMOCRATIC PARTY,Senate,[1986],[1986],1986-01-28,2002-03-30T00:00:00
15345,"SIEGEL, MARK ALAN",H0NY15038,NY,Challenger,DEMOCRATIC PARTY,House,[1990],[1990],1990-05-11,2002-03-30T00:00:00
15346,"SIEGEL, MICHAEL",H8TX10110,TX,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-12-05,2018-02-06T21:17:45
15347,"SIEGLE, MAX",H2MI16041,MI,Challenger,INDEPENDENT,House,[1992],[1992],1992-06-09,2002-03-30T00:00:00
15348,"SIEGLOCK, JACK A",H2CA11036,CA,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998, 2000]",[1992],1992-03-17,2002-04-07T00:00:00
15349,"SIEGRIST, JOHN B",H2IA05049,IA,Open seat,REPUBLICAN PARTY,House,"[2002, 2004]",[2002],2001-08-06,2002-04-12T00:00:00
15350,"SIEKMAN, LANE ARTHUR",H2IN06189,IN,Open seat,DEMOCRATIC PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014, 2018]",2011-06-13,2018-03-26T23:01:41
15351,"SIEMER, JEFFREY R",H4FL12020,FL,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006]",[2004],2004-02-20,2005-03-02T00:00:00
15352,"SIFEN, RONALD ALAN",H2GA06073,GA,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994, 1996, 1998, 2000]",[1992],1992-05-15,2002-04-07T00:00:00
15353,"SIFERD, RICHARD E",H6OH04090,OH,Open seat,DEMOCRATIC PARTY,House,"[2006, 2008]",[2006],2005-11-28,2009-04-29T00:00:00
15354,"SIGMON, LANCE BRETTON",H8NC10063,NC,Challenger,REPUBLICAN PARTY,House,"[2008, 2010]",[2008],2007-11-30,2008-02-13T00:00:00
15355,"SIGMUND, BARBARA BOGGS",H2NJ07028,NJ,,DEMOCRATIC PARTY,House,"[1982, 1984]",[1982],1982-03-22,2002-03-30T00:00:00
15356,"SIGMUND, BARBARA BOGGS",S2NJ00148,NJ,Challenger,DEMOCRATIC PARTY,Senate,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",[1982],1982-05-10,2002-04-02T00:00:00
15357,"SIKKEMA, KEN",H4MI03052,MI,Challenger,REPUBLICAN PARTY,House,"[1994, 1996]",[1994],1993-08-15,2002-04-02T00:00:00
15358,"SIKMA, RODERIC H ""RICK""",S8AK00108,AK,Challenger,REPUBLICAN PARTY,Senate,"[2008, 2010]",[2008],2008-04-24,2009-04-03T00:00:00
