,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Unnamed: 0,Year
571,Utah 4th District - Love vs. McAdams,Salt Lake Tribune,"McAdams 46, Love 46",Tie,2018-10-16,18795.0,2018.0
572,West Virginia 3rd District - Miller vs. Ojeda,Monmouth,"Miller 48, Ojeda 45",Miller +3,2018-10-16,18796.0,2018.0
573,Virginia 10th District - Comstock vs. Wexton,NY Times/Siena,"Wexton 48, Comstock 41",Wexton +7,2018-10-17,18800.0,2018.0
574,Kansas 3rd District - Yoder vs. Davids,NY Times/Siena,"Davids 48, Yoder 39",Davids +9,2018-10-18,18825.0,2018.0
575,Colorado 6th District - Coffman vs. Crow,NY Times/Siena,"Crow 47, Coffman 38",Crow +9,2018-10-18,18826.0,2018.0
576,Florida 15th District - Spano vs. Carlson,Bay News 9/SurveyUSA,"Spano 45, Carlson 45",Tie,2018-10-18,18827.0,2018.0
577,Maine 2nd District - Poliquin vs. Golden,Pan Atlantic*,"Poliquin 37, Golden 37",Tie,2018-10-19,18829.0,2018.0
578,Michigan 11th District - Epstein vs. Stevens,Target-Insyght/MIRS,"Stevens 48, Epstein 48",Tie,2018-10-19,18833.0,2018.0
579,West Virginia 3rd District - Miller vs. Ojeda,NY Times/Siena,"Miller 46, Ojeda 41",Miller +5,2018-10-19,18834.0,2018.0
580,Michigan 8th District - Bishop vs. Slotkin,Target-Insyght/MIRS,"Bishop 48, Slotkin 45",Bishop +3,2018-10-19,18835.0,2018.0
581,Texas 23rd District - Hurd vs. Ortiz Jones,NY Times/Siena,"Hurd 53, Ortiz Jones 38",Hurd +15,2018-10-19,18836.0,2018.0
582,New Jersey 11th District - Webber vs. Sherrill,NY Times/Siena,"Sherrill 49, Webber 38",Sherrill +11,2018-10-19,18838.0,2018.0
583,Pennsylvania 7th District - Nothstein vs. Wild,Morning Call*,"Wild 48, Nothstein 41",Wild +7,2018-10-19,18839.0,2018.0
584,Maine 2nd District - Poliquin vs. Golden,NY Times/Siena,"Poliquin 41, Golden 41",Tie,2018-10-19,18842.0,2018.0
585,Pennsylvania 8th District - Chrin vs. Cartwright,NY Times/Siena,"Cartwright 52, Chrin 40",Cartwright +12,2018-10-20,18843.0,2018.0
586,Florida 15th District - Spano vs. Carlson,NY Times/Siena,"Spano 43, Carlson 43",Tie,2018-10-20,18844.0,2018.0
587,Arkansas 2nd District - Hill vs. Tucker,Talk Business/Hendrix College*,"Hill 52, Tucker 40",Hill +12,2018-10-21,18850.0,2018.0
588,Washington 3rd District - Herrera Beutler vs. Long,NY Times/Siena,"Beutler 48, Long 41",Beutler +7,2018-10-21,18853.0,2018.0
589,New Hampshire 2nd District - Negron vs. Kuster,UNH*,"Kuster 53, Negron 38",Kuster +15,2018-10-22,18865.0,2018.0
590,New Hampshire 1st District - Edwards vs. Pappas,UNH*,"Pappas 46, Edwards 37",Pappas +9,2018-10-22,18869.0,2018.0
591,New York 19th District - Faso vs. Delgado,Siena*,"Faso 44, Delgado 43",Faso +1,2018-10-22,18870.0,2018.0
592,Florida 27th District - Salazar vs. Shalala,NY Times/Siena,"Shalala 44, Salazar 37",Shalala +7,2018-10-22,18872.0,2018.0
593,Georgia 7th District - Woodall vs. Bourdeaux,JMC Analytics,"Woodall 49, Bourdeaux 43",Woodall +6,2018-10-22,18876.0,2018.0
594,California 48th District - Rohrabacher vs. Rouda,Monmouth,"Rohrabacher 50, Rouda 48",Rohrabacher +2,2018-10-23,18887.0,2018.0
595,Virginia 2nd District - Taylor vs. Luria,NY Times/Siena,"Taylor 45, Luria 42",Taylor +3,2018-10-23,18888.0,2018.0
596,Virginia 5th District - Riggleman vs. Cockburn,NY Times/Siena,"Cockburn 46, Riggleman 45",Cockburn +1,2018-10-23,18889.0,2018.0
597,Montana At-Large District - Gianforte vs. Williams,MTN-MSU*,"Gianforte 48, Williams 40",Gianforte +8,2018-10-23,18890.0,2018.0
598,Montana At-Large District - Gianforte vs. Williams,MSU-Billings*,"Gianforte 44, Williams 41",Gianforte +3,2018-10-23,18891.0,2018.0
599,Illinois 12th District - Bost vs. Kelly,NY Times/Siena,"Bost 48, Kelly 39",Bost +9,2018-10-23,18892.0,2018.0
600,Georgia 6th District - Handel vs. McBath,JMC Analytics,"Handel 49, McBath 45",Handel +4,2018-10-23,18893.0,2018.0
601,Minnesota 1st District - Hagedorn vs. Feehan,KSTP/SurveyUSA,"Feehan 47, Hagedorn 45",Feehan +2,2018-10-24,18901.0,2018.0
602,New Mexico 2nd District - Herrell vs. Small,NY Times/Siena,"Herrell 45, Small 44",Herrell +1,2018-10-24,18903.0,2018.0
603,New York 22nd District - Tenney vs. Brindisi,Siena,"Brindisi 46, Tenney 45",Brindisi +1,2018-10-24,18904.0,2018.0
604,Florida 26th District - Curbelo vs. Mucarsel-Powell,NY Times/Siena,"Mucarsel-Powell 45, Curbelo 44",Mucarsel-Powell +1,2018-10-25,18910.0,2018.0
605,Virginia 10th District - Comstock vs. Wexton,Washington Post,"Wexton 56, Comstock 43",Wexton +13,2018-10-25,18911.0,2018.0
606,New Jersey 3rd District - MacArthur vs. Kim,Monmouth,"MacArthur 46, Kim 48",Kim +2,2018-10-25,18918.0,2018.0
607,California 39th District - Kim vs. Cisneros,NY Times/Siena,"Cisneros 47, Kim 46",Cisneros +1,2018-10-25,18919.0,2018.0
608,New Jersey 2nd District - Grossman vs. Van Drew,Stockton University,"Van Drew 55, Grossman 38",Van Drew +17,2018-10-25,18927.0,2018.0
609,California 10th District - Denham vs. Harder,NY Times/Siena,"Harder 47, Denham 45",Harder +2,2018-10-26,18929.0,2018.0
610,New Jersey 3rd District - MacArthur vs. Kim,NY Times/Siena,"MacArthur 45, Kim 44",MacArthur +1,2018-10-26,18930.0,2018.0
611,Illinois 13th District - Davis vs. Londrigan,NY Times/Siena,"Davis 46, Londrigan 41",Davis +5,2018-10-26,18931.0,2018.0
612,California 49th District - Harkey vs. Levin,NY Times/Siena,"Levin 53, Harkey 39",Levin +14,2018-10-26,18932.0,2018.0
613,Ohio 1st District - Chabot vs. Pureval,NY Times/Siena,"Chabot 50, Pureval 41",Chabot +9,2018-10-26,18934.0,2018.0
614,Texas 7th District - Culberson vs. Fletcher,NY Times/Siena,"Culberson 46, Fletcher 45",Culberson +1,2018-10-26,18935.0,2018.0
615,Utah 4th District - Love vs. McAdams,NY Times/Siena,"McAdams 45, Love 45",Tie,2018-10-27,18939.0,2018.0
616,Pennsylvania 10th District - Perry vs. Scott,NY Times/Siena,"Perry 45, Scott 43",Perry +2,2018-10-27,18940.0,2018.0
617,Illinois 6th District - Roskam vs. Casten,NY Times/Siena,"Casten 46, Roskam 44",Casten +2,2018-10-27,18941.0,2018.0
618,Iowa 3rd District - Young vs. Axne,NY Times/Siena,"Axne 43, Young 41",Axne +2,2018-10-28,18952.0,2018.0
619,New York 24th District - Katko vs. Balter,Siena,"Katko 53, Balter 39",Katko +14,2018-10-28,18954.0,2018.0
620,New York 11th District - Donovan vs. Rose,NY Times/Siena,"Donovan 44, Rose 40",Donovan +4,2018-10-28,18957.0,2018.0
621,New Mexico 1st District - Arnold-Jones vs. Haaland,Emerson,"Haaland 51, Arnold-Jones 41",Haaland +10,2018-10-29,18971.0,2018.0
622,New Mexico 2nd District - Herrell vs. Small,Emerson,"Herrell 47, Small 47",Tie,2018-10-29,18972.0,2018.0
623,New York 27th District - Collins vs. McMurray,NY Times/Siena,"Collins 44, McMurray 40",Collins +4,2018-10-29,18973.0,2018.0
624,Virginia 7th District - Brat vs. Spanberger,Christopher Newport Univ.,"Brat 45, Spanberger 46",Spanberger +1,2018-10-29,18974.0,2018.0
625,Virginia 7th District - Brat vs. Spanberger,Christopher Newport Univ.,"Spanberger 46, Brat 45",Spanberger +1,2018-10-29,18977.0,2018.0
626,California 25th District - Knight vs. Hill,NY Times/Siena,"Knight 48, Hill 44",Knight +4,2018-10-29,18978.0,2018.0
627,Kansas 2nd District - Watkins vs. Davis,Emerson,"Watkins 48, Davis 41",Watkins +7,2018-10-30,18998.0,2018.0
628,Utah 4th District - Love vs. McAdams,KUTV/Dixie Strategies,"McAdams 50, Love 43",McAdams +7,2018-10-30,18999.0,2018.0
629,New York 19th District - Faso vs. Delgado,Monmouth*,"Delgado 49, Faso 44",Delgado +5,2018-10-30,19000.0,2018.0
630,Pennsylvania 10th District - Perry vs. Scott,Susquehanna,"Perry 49, Scott 46",Perry +3,2018-10-30,19001.0,2018.0
631,New York 19th District - Faso vs. Delgado,Monmouth*,"Faso 44, Delgado 49",Delgado +5,2018-10-30,19002.0,2018.0
632,North Carolina 2nd District - Holding vs. Coleman,Civitas (R)/SurveyUSA*,"Holding 49, Coleman 40",Holding +9,2018-10-30,19003.0,2018.0
633,Montana At-Large District - Gianforte vs. Williams,Gravis,"Gianforte 48, Williams 48",Tie,2018-10-30,19004.0,2018.0
634,Kansas 3rd District - Yoder vs. Davids,Emerson,"Davids 55, Yoder 43",Davids +12,2018-10-30,19005.0,2018.0
635,Kansas 2nd District - Watkins vs. Davis,Emerson,"Davis 41, Watkins 48",Watkins +7,2018-10-30,19006.0,2018.0
636,California 50th District - Hunter vs. Campa-Najjar,KGTV-TV/SurveyUSA,"Hunter 48, Campa-Najjar 45",Hunter +3,2018-10-30,19007.0,2018.0
637,Pennsylvania 1st District - Fitzpatrick vs. Wallace,NY Times/Siena,"Fitzpatrick 47, Wallace 46",Fitzpatrick +1,2018-10-30,19009.0,2018.0
638,Pennsylvania 16th District - Kelly vs. DiNicola,Susquehanna,"DiNicola 51, Kelly 47",DiNicola +4,2018-10-31,19044.0,2018.0
639,New Jersey 7th District - Lance vs. Malinowski,Monmouth,"Malinowski 47, Lance 44",Malinowski +3,2018-10-31,19045.0,2018.0
640,New Hampshire 1st District - Edwards vs. Pappas,Emerson,"Pappas 48, Edwards 46",Pappas +2,2018-10-31,19047.0,2018.0
641,New Hampshire 2nd District - Negron vs. Kuster,Emerson,"Kuster 52, Negron 40",Kuster +12,2018-10-31,19048.0,2018.0
642,Kansas 2nd District - Watkins vs. Davis,NY Times/Siena,"Davis 41, Watkins 37",Davis +4,2018-10-31,19055.0,2018.0
643,Maine 2nd District - Poliquin vs. Golden,Emerson,"Golden 47, Poliquin 46",Golden +1,2018-10-31,19056.0,2018.0
644,North Carolina 9th District - Harris vs. McCready,NY Times/Siena,"Harris 45, McCready 44",Harris +1,2018-10-31,19057.0,2018.0
645,West Virginia 3rd District - Miller vs. Ojeda,Emerson,"Miller 52, Ojeda 45",Miller +7,2018-11-01,19082.0,2018.0
646,New Mexico 2nd District - Herrell vs. Small,KOB-TV,"Herrell 47, Small 42",Herrell +5,2018-11-01,19083.0,2018.0
647,New Jersey 7th District - Lance vs. Malinowski,NY Times/Siena,"Malinowski 47, Lance 39",Malinowski +8,2018-11-01,19085.0,2018.0
648,New Mexico 1st District - Arnold-Jones vs. Haaland,KOB-TV,"Haaland 51, Arnold-Jones 43",Haaland +8,2018-11-01,19091.0,2018.0
649,Virginia 10th District - Comstock vs. Wexton,Washington Post,"Wexton 54, Comstock 43",Wexton +11,2018-11-02,19112.0,2018.0
650,New York 27th District - Collins vs. McMurray,WHEC-TV/Dixie Strategies,"Collins 45, McMurray 38",Collins +7,2018-11-02,19113.0,2018.0
651,Iowa 4th District - King vs. Scholten,Emerson,"King 51, Scholten 42",King +9,2018-11-02,19114.0,2018.0
652,Iowa 3rd District - Young vs. Axne,Emerson,"Axne 46, Young 45",Axne +1,2018-11-02,19115.0,2018.0
653,Iowa 2nd District - Peters vs. Loebsack,Emerson,"Loebsack 53, Peters 40",Loebsack +13,2018-11-02,19116.0,2018.0
654,Iowa 1st District - Blum vs. Finkenauer,Emerson,"Finkenauer 53, Blum 41",Finkenauer +12,2018-11-02,19117.0,2018.0
655,California 49th District - Harkey vs. Levin,KGTV-TV/SurveyUSA,"Levin 51, Harkey 44",Levin +7,2018-11-02,19118.0,2018.0
656,California 48th District - Rohrabacher vs. Rouda,Thomas Partner Strategies,"Rouda 42, Rohrabacher 51",Rohrabacher +9,2018-11-02,19119.0,2018.0
657,Alaska At-Large District - Young vs. Galvin,Alaska Survey Research,"Galvin 49, Young 48",Galvin +1,2018-11-02,19120.0,2018.0
658,Iowa 1st District - Blum vs. Finkenauer,NY Times/Siena,"Finkenauer 46, Blum 39",Finkenauer +7,2018-11-02,19125.0,2018.0
659,California 45th District - Walters vs. Porter,NY Times/Siena,"Porter 48, Walters 46",Porter +2,2018-11-03,19134.0,2018.0
660,California 48th District - Rohrabacher vs. Rouda,NY Times/Siena,"Rouda 46, Rohrabacher 45",Rouda +1,2018-11-04,19156.0,2018.0
661,Washington 8th District - Rossi vs. Schrier,NY Times/Siena,"Schrier 48, Rossi 45",Schrier +3,2018-11-04,19165.0,2018.0
662,Virginia 7th District - Brat vs. Spanberger,NY Times/Siena,"Brat 46, Spanberger 44",Brat +2,2018-11-04,19166.0,2018.0
663,New York 22nd District - Tenney vs. Brindisi,NY Times/Siena,"Tenney 46, Brindisi 45",Tenney +1,2018-11-04,19168.0,2018.0
664,New York 19th District - Faso vs. Delgado,NY Times/Siena,"Delgado 43, Faso 42",Delgado +1,2018-11-04,19169.0,2018.0
665,New Mexico 2nd District - Herrell vs. Small,Albuquerque Journal,"Herrell 46, Small 45",Herrell +1,2018-11-04,19170.0,2018.0
666,Georgia 6th District - Handel vs. McBath,NY Times/Siena,"McBath 46, Handel 44",McBath +2,2018-11-04,19171.0,2018.0
667,New Mexico 1st District - Arnold-Jones vs. Haaland,Albuquerque Journal*,"Haaland 50, Arnold-Jones 38",Haaland +12,2018-11-04,19172.0,2018.0
668,Michigan 8th District - Bishop vs. Slotkin,NY Times/Siena,"Slotkin 49, Bishop 42",Slotkin +7,2018-11-04,19173.0,2018.0
669,Kentucky 6th District - Barr vs. McGrath,NY Times/Siena,"Barr 44, McGrath 44",Tie,2018-11-04,19174.0,2018.0
670,Iowa 4th District - King vs. Scholten,NY Times/Siena,"King 47, Scholten 42",King +5,2018-11-04,19175.0,2018.0
671,Illinois 14th District - Hultgren vs. Underwood,NY Times/Siena,"Underwood 49, Hultgren 43",Underwood +6,2018-11-04,19176.0,2018.0
672,Texas 32nd District - Sessions vs. Allred,NY Times/Siena,"Allred 46, Sessions 42",Allred +4,2018-11-04,19177.0,2018.0
673,Nevada 3rd District - Tarkanian vs. Lee,Emerson,"Lee 51, Tarkanian 41",Lee +10,2018-11-05,19209.0,2018.0
674,Nevada 4th District - Hardy vs. Horsford,Emerson,"Horsford 48, Hardy 44",Horsford +4,2018-11-05,19210.0,2018.0
675,New Hampshire 2nd District - Negron vs. Kuster,UNH*,"Kuster 60, Negron 37",Kuster +23,2018-11-05,19211.0,2018.0
676,New Hampshire 1st District - Edwards vs. Pappas,UNH*,"Pappas 54, Edwards 43",Pappas +11,2018-11-05,19212.0,2018.0
