,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
16621,"Wednesday, June 08",Reuters/Ipsos,General Election: Huntsman vs. Obama,"Obama 52, Huntsman 34",Obama +18,2011
16622,"Wednesday, June 08",Reuters/Ipsos,General Election: Paul vs. Obama,"Obama 54, Paul 36",Obama +18,2011
16623,"Wednesday, June 08",Reuters/Ipsos,General Election: Perry vs. Obama,"Obama 54, Perry 34",Obama +20,2011
16624,"Tuesday, June 07",ABC News/Wash Post,General Election: Romney vs. Obama,"Obama 46, Romney 49",Romney +3,2011
16625,"Tuesday, June 07",ABC News/Wash Post,General Election: Palin vs. Obama,"Obama 55, Palin 40",Obama +15,2011
16626,"Tuesday, June 07",ABC News/Wash Post,General Election: Pawlenty vs. Obama,"Obama 50, Pawlenty 41",Obama +9,2011
16627,"Tuesday, June 07",ABC News/Wash Post,General Election: Bachmann vs. Obama,"Obama 51, Bachmann 40",Obama +11,2011
16628,"Tuesday, June 07",ABC News/Wash Post,General Election: Huntsman vs. Obama,"Obama 50, Huntsman 40",Obama +10,2011
16629,"Tuesday, June 07",ABC News/Wash Post,General Election: Gingrich vs. Obama,"Obama 50, Gingrich 44",Obama +6,2011
16630,"Tuesday, June 07",Rasmussen Reports,President Obama vs. Republican Candidate,"Obama 42, Republican 45",Republican +3,2011
16631,"Tuesday, June 07",Rasmussen Reports,Generic Congressional Vote,"Republicans 43, Democrats 37",Republicans +6,2011
16632,"Tuesday, June 07",ABC/WP*,2012 Republican Presidential Nomination,"Romney 21, Palin 17, Cain 4, Bachmann 3, Paul 6, Gingrich 6, Perry 3, Pawlenty 4, Santorum 1, Huntsman 1",Romney +4,2011
16633,"Tuesday, June 07",PPP (D),South Carolina Republican Presidential Primary,"Romney 27, Palin 18, Gingrich 12, Cain 12, Bachmann 9, Paul 7, Pawlenty 4, Huntsman 2",Romney +9,2011
16634,"Tuesday, June 07",ABC News/Wash Post,President Obama Job Approval,"Approve 47, Disapprove 49",Disapprove +2,2011
16635,"Tuesday, June 07",ABC News/Wash Post,Direction of Country,"Right Direction 32, Wrong Track 66",Wrong Track +34,2011
16636,"Tuesday, June 07",PPP (D),Massachusetts Senate - Brown vs. Capuano,"Brown 48, Capuano 38",Brown +10,2011
16637,"Tuesday, June 07",PPP (D),Massachusetts Senate - Brown vs. Elizabeth Warren,"Brown 47, Warren 32",Brown +15,2011
16638,"Monday, June 06",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 54, Oppose Repeal 39",Favor Repeal +15,2011
16639,"Saturday, June 04",Gallup,President Obama Job Approval,"Approve 48, Disapprove 44",Approve +4,2011
16640,"Saturday, June 04",Rasmussen Reports,President Obama Job Approval,"Approve 49, Disapprove 50",Disapprove +1,2011
16641,"Friday, June 03",National Journal/FD,Direction of Country,"Right Direction 28, Wrong Track 58",Wrong Track +30,2011
16642,"Friday, June 03",National Journal/FD,President Obama Job Approval,"Approve 51, Disapprove 41",Approve +10,2011
16643,"Thursday, June 02",Democracy Corps (D),President Obama Job Approval,"Approve 49, Disapprove 45",Approve +4,2011
16644,"Thursday, June 02",Pew Research,President Obama Job Approval,"Approve 52, Disapprove 39",Approve +13,2011
16645,"Thursday, June 02",Pew Research,President Obama vs. Republican Candidate,"Obama 48, Republican 37",Obama +11,2011
16646,"Thursday, June 02",PPP (D),2012 Republican Presidential Nomination,"Romney 16, Palin 16, Cain 12, Bachmann 9, Paul 9, Gingrich 9, Perry , Pawlenty 13, Santorum , Huntsman 4",Tie,2011
16647,"Thursday, June 02",Democracy Corps (D),Direction of Country,"Right Direction 33, Wrong Track 58",Wrong Track +25,2011
16648,"Thursday, June 02",Democracy Corps (D),General Election: Romney vs. Obama,"Obama 48, Romney 44",Obama +4,2011
16649,"Thursday, June 02",Democracy Corps (D),Generic Congressional Vote,"Republicans 45, Democrats 46",Democrats +1,2011
16650,"Wednesday, June 01",PPP (D),Iowa Republican Presidential Primary,"Romney 21, Bachmann 11, Palin 15, Cain 15, Gingrich 12, Pawlenty 10, Paul 8, Santorum , Huntsman 0",Romney +6,2011
16651,"Wednesday, June 01",Rasmussen Reports,Direction of Country,"Right Direction 26, Wrong Track 66",Wrong Track +40,2011
16652,"Tuesday, May 31",CNN/Opinion Research,President Obama Job Approval,"Approve 54, Disapprove 45",Approve +9,2011
16653,"Tuesday, May 31",Rasmussen Reports,President Obama vs. Republican Candidate,"Obama 43, Republican 45",Republican +2,2011
16654,"Tuesday, May 31",Rasmussen Reports,Generic Congressional Vote,"Republicans 43, Democrats 37",Republicans +6,2011
16655,"Tuesday, May 31",SurveyUSA,Minnesota: Pawlenty vs. Obama,"Obama 48, Pawlenty 43",Obama +5,2011
16656,"Tuesday, May 31",SurveyUSA,Minnesota: Bachmann vs. Obama,"Obama 57, Bachmann 32",Obama +25,2011
16657,"Tuesday, May 31",Fairleigh Dickinson,New Jersey Senate - Crowley vs. Menendez,"Menendez 45, Crowley 26",Menendez +19,2011
16658,"Monday, May 30",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 51, Oppose Repeal 41",Favor Repeal +10,2011
16659,"Friday, May 27",CNN,2012 Republican Presidential Nomination,"Romney 15, Palin 13, Cain 10, Bachmann 7, Paul 12, Gingrich 8, Perry , Pawlenty 5, Santorum 2, Huntsman 1",Romney +2,2011
16660,"Thursday, May 26",Gallup,2012 Republican Presidential Nomination,"Romney 17, Palin 15, Cain 8, Bachmann 5, Paul 10, Gingrich 9, Perry , Pawlenty 6, Santorum 2, Huntsman 2",Romney +2,2011
16661,"Thursday, May 26",PPP (D),General Election: Romney vs. Obama,"Obama 49, Romney 42",Obama +7,2011
16662,"Thursday, May 26",PPP (D),General Election: Gingrich vs. Obama,"Obama 51, Gingrich 37",Obama +14,2011
16663,"Thursday, May 26",PPP (D),General Election: Palin vs. Obama,"Obama 54, Palin 37",Obama +17,2011
16664,"Thursday, May 26",Quinnipiac,Florida Senate - LeMieux vs. Nelson,"Nelson 47, LeMieux 27",Nelson +20,2011
16665,"Thursday, May 26",Quinnipiac,Florida Senate - Haridopolos vs. Nelson,"Nelson 47, Haridopolos 26",Nelson +21,2011
16666,"Thursday, May 26",Quinnipiac,Florida Senate - Hasner vs. Nelson,"Nelson 48, Hasner 23",Nelson +25,2011
16667,"Wednesday, May 25",Rasmussen Reports,Direction of Country,"Right Direction 29, Wrong Track 63",Wrong Track +34,2011
16668,"Tuesday, May 24",Rasmussen Reports,President Obama vs. Republican Candidate,"Obama 45, Republican 44",Obama +1,2011
16669,"Tuesday, May 24",PPP (D),Wisconsin Senate - Thompson vs. Feingold,"Feingold 52, Thompson 42",Feingold +10,2011
16670,"Monday, May 23",PPP (D),New York 26th District Special Election - Corwin vs. Hochul vs. Davis,"Hochul 42, Corwin 36, Davis 13",Hochul +6,2011
16671,"Monday, May 23",CNN/WMUR/UNH,New Hampshire Republican Presidential Primary,"Romney 32, Paul 9, Giuliani 6, Palin 5, Bachmann 4, Pawlenty 4, Gingrich 6, Cain 4, Huntsman 4",Romney +23,2011
16672,"Monday, May 23",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 51, Oppose Repeal 43",Favor Repeal +8,2011
16673,"Monday, May 23",Rasmussen Reports,Generic Congressional Vote,"Republicans 42, Democrats 40",Republicans +2,2011
16674,"Sunday, May 22",Rasmussen Reports,President Obama Job Approval,"Approve 49, Disapprove 50",Disapprove +1,2011
16675,"Saturday, May 21",Gallup,President Obama Job Approval,"Approve 49, Disapprove 43",Approve +6,2011
16676,"Friday, May 20",PPP (D),North Carolina Governor - McCrory vs. Perdue,"McCrory 46, Perdue 39",McCrory +7,2011
16677,"Thursday, May 19",Rasmussen Reports,General Election: Bachmann vs. Obama,"Obama 49, Bachmann 27",Obama +22,2011
16678,"Wednesday, May 18",FOX News,President Obama Job Approval,"Approve 55, Disapprove 41",Approve +14,2011
16679,"Wednesday, May 18",FOX News,Congressional Job Approval,"Approve 24, Disapprove 69",Disapprove +45,2011
16680,"Wednesday, May 18",Rasmussen Reports,Direction of Country,"Right Direction 29, Wrong Track 64",Wrong Track +35,2011
16681,"Tuesday, May 17",Rasmussen Reports,President Obama vs. Republican Candidate,"Obama 43, Republican 45",Republican +2,2011
16682,"Tuesday, May 17",PPP (D),West Virginia Governor - Maloney vs. Tomblin,"Tomblin 45, Maloney 30",Tomblin +15,2011
16683,"Monday, May 16",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 55, Oppose Repeal 38",Favor Repeal +17,2011
16684,"Monday, May 16",Politico/GWU/Battleground,President Obama Job Approval,"Approve 52, Disapprove 44",Approve +8,2011
16685,"Monday, May 16",Politico/GWU/Battleground,Direction of Country,"Right Direction 32, Wrong Track 60",Wrong Track +28,2011
16686,"Monday, May 16",Politico/GWU/Battleground,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 49, Oppose Repeal 42",Favor Repeal +7,2011
16687,"Monday, May 16",Politico/GWU/Battleground,General Election: Romney vs. Obama,"Obama 52, Romney 40",Obama +12,2011
16688,"Monday, May 16",Politico/GWU/Battleground,General Election: Pawlenty vs. Obama,"Obama 52, Pawlenty 38",Obama +14,2011
16689,"Thursday, May 12",SurveyUSA,Kentucky Governor - Republican Primary,"Williams 47, Moffett 21, Holsclaw 12",Williams +26,2011
16690,"Wednesday, May 11",Reuters/Ipsos,President Obama Job Approval,"Approve 49, Disapprove 47",Approve +2,2011
16691,"Wednesday, May 11",Reuters/Ipsos,Direction of Country,"Right Direction 38, Wrong Track 56",Wrong Track +18,2011
16692,"Wednesday, May 11",Associated Press/GfK,President Obama Job Approval,"Approve 60, Disapprove 39",Approve +21,2011
16693,"Wednesday, May 11",Associated Press/GfK,Direction of Country,"Right Direction 45, Wrong Track 52",Wrong Track +7,2011
16694,"Wednesday, May 11",Associated Press/GfK,Congressional Job Approval,"Approve 30, Disapprove 68",Disapprove +38,2011
16695,"Wednesday, May 11",Gallup,President Obama vs. Republican Candidate,"Obama 43, Republican 40",Obama +3,2011
16696,"Wednesday, May 11",Reuters/Ipsos,General Election: Romney vs. Obama,"Obama 51, Romney 38",Obama +13,2011
16697,"Wednesday, May 11",Reuters/Ipsos,General Election: Huckabee vs. Obama,"Obama 51, Huckabee 39",Obama +12,2011
16698,"Wednesday, May 11",Reuters/Ipsos,General Election: Gingrich vs. Obama,"Obama 53, Gingrich 35",Obama +18,2011
16699,"Wednesday, May 11",Reuters/Ipsos,General Election: Pawlenty vs. Obama,"Obama 51, Pawlenty 33",Obama +18,2011
16700,"Wednesday, May 11",Reuters/Ipsos,General Election: Palin vs. Obama,"Obama 54, Palin 35",Obama +19,2011
16701,"Wednesday, May 11",Reuters/Ipsos,General Election: Daniels vs. Obama,"Obama 51, Daniels 33",Obama +18,2011
16702,"Wednesday, May 11",Reuters/Ipsos,General Election: Trump vs. Obama,"Obama 57, Trump 30",Obama +27,2011
16703,"Wednesday, May 11",Reuters/Ipsos,General Election: Bachmann vs. Obama,"Obama 54, Bachmann 33",Obama +21,2011
16704,"Wednesday, May 11",Reuters/Ipsos,General Election: Huntsman vs. Obama,"Obama 51, Huntsman 30",Obama +21,2011
16705,"Wednesday, May 11",PPP (D),General Election: Romney vs. Obama,"Obama 47, Romney 42",Obama +5,2011
16706,"Wednesday, May 11",PPP (D),General Election: Huckabee vs. Obama,"Obama 49, Huckabee 42",Obama +7,2011
16707,"Wednesday, May 11",Rasmussen Reports,Direction of Country,"Right Direction 29, Wrong Track 64",Wrong Track +35,2011
16708,"Wednesday, May 11",PPP (D),General Election: Gingrich vs. Obama,"Obama 52, Gingrich 38",Obama +14,2011
16709,"Wednesday, May 11",PPP (D),General Election: Palin vs. Obama,"Obama 54, Palin 37",Obama +17,2011
16710,"Wednesday, May 11",PPP (D),General Election: Daniels vs. Obama,"Obama 48, Daniels 34",Obama +14,2011
16711,"Wednesday, May 11",PPP (D),General Election: Trump vs. Obama,"Obama 53, Trump 35",Obama +18,2011
16712,"Wednesday, May 11",PPP (D),Virginia Senate - Allen vs. Kaine,"Allen 44, Kaine 46",Kaine +2,2011
16713,"Tuesday, May 10",Rasmussen Reports,President Obama vs. Republican Candidate,"Obama 45, Republican 43",Obama +2,2011
16714,"Tuesday, May 10",PPP (D),2012 Republican Presidential Nomination,"Romney 18, Huckabee* 19, Trump* 8, Palin 12, Gingrich 13, Paul 8, Bachmann 7, Pawlenty 5, Daniels* , Cain",Huckabee* +1,2011
16715,"Tuesday, May 10",Pew Research,President Obama Job Approval,"Approve 50, Disapprove 39",Approve +11,2011
16716,"Monday, May 09",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 57, Oppose Repeal 36",Favor Repeal +21,2011
16717,"Monday, May 09",NBC News,President Obama Job Approval,"Approve 52, Disapprove 41",Approve +11,2011
16718,"Monday, May 09",NBC News,President Obama vs. Republican Candidate,"Obama 45, Republican 30",Obama +15,2011
16719,"Monday, May 09",NBC News,Direction of Country,"Right Direction 36, Wrong Track 50",Wrong Track +14,2011
16720,"Monday, May 09",NBC News,Congressional Job Approval,"Approve 22, Disapprove 70",Disapprove +48,2011
16721,"Sunday, May 08",Washington Post,Virginia Senate - Allen vs. Kaine,"Allen 46, Kaine 46",Tie,2011
16722,"Friday, May 06",CNN,2012 Republican Presidential Nomination,"Romney 13, Huckabee* 16, Trump* 14, Palin 11, Gingrich 10, Paul 10, Bachmann 5, Pawlenty 3, Daniels* 5, Cain",Huckabee* +2,2011
16723,"Friday, May 06",CNN/Opinion Research,General Election: Romney vs. Obama,"Obama 54, Romney 43",Obama +11,2011
16724,"Friday, May 06",CNN/Opinion Research,General Election: Huckabee vs. Obama,"Obama 53, Huckabee 45",Obama +8,2011
16725,"Friday, May 06",CNN/Opinion Research,General Election: Gingrich vs. Obama,"Obama 57, Gingrich 40",Obama +17,2011
16726,"Friday, May 06",CNN/Opinion Research,General Election: Paul vs. Obama,"Obama 52, Paul 45",Obama +7,2011
16727,"Friday, May 06",CNN/Opinion Research,General Election: Trump vs. Obama,"Obama 58, Trump 36",Obama +22,2011
16728,"Friday, May 06",CNN/Opinion Research,General Election: Palin vs. Obama,"Obama 59, Palin 38",Obama +21,2011
16729,"Thursday, May 05",Quinnipiac,President Obama Job Approval,"Approve 52, Disapprove 40",Approve +12,2011
16730,"Thursday, May 05",WMUR/UNH,New Hampshire Republican Presidential Primary,"Romney 36, Trump* 11, Huckabee* 6, Paul 6, Giuliani 7, Gingrich 4, Palin 4, Pawlenty 2, Bachmann 4",Romney +25,2011
16731,"Thursday, May 05",Suffolk/7News,New Hampshire Republican Presidential Primary,"Romney 35, Trump* 8, Huckabee* 6, Paul 8, Giuliani 8, Gingrich 3, Palin 7, Pawlenty 5, Bachmann 3",Romney +27,2011
16732,"Wednesday, May 04",Quinnipiac,President Obama Job Approval,"Approve 46, Disapprove 48",Disapprove +2,2011
16733,"Wednesday, May 04",Quinnipiac,2012 Republican Presidential Nomination,"Romney 18, Huckabee* 15, Trump* 12, Palin 15, Gingrich 5, Paul 5, Bachmann 4, Pawlenty 4, Daniels* 5, Cain",Romney +3,2011
16734,"Wednesday, May 04",Newsweek/Daily Beast,General Election: Huckabee vs. Obama,"Obama 42, Huckabee 38",Obama +4,2011
16735,"Wednesday, May 04",Newsweek/Daily Beast,General Election: Huckabee vs. Obama,"Obama 46, Huckabee 43",Obama +3,2011
16736,"Wednesday, May 04",Newsweek/Daily Beast,General Election: Romney vs. Obama,"Obama 42, Romney 36",Obama +6,2011
16737,"Wednesday, May 04",Newsweek/Daily Beast,General Election: Romney vs. Obama,"Obama 44, Romney 44",Tie,2011
16738,"Wednesday, May 04",Newsweek/Daily Beast,General Election: Trump vs. Obama,"Obama 53, Trump 25",Obama +28,2011
16739,"Wednesday, May 04",Newsweek/Daily Beast,General Election: Trump vs. Obama,"Obama 55, Trump 30",Obama +25,2011
16740,"Wednesday, May 04",Newsweek/Daily Beast,General Election: Palin vs. Obama,"Obama 50, Palin 29",Obama +21,2011
16741,"Wednesday, May 04",Newsweek/Daily Beast,General Election: Palin vs. Obama,"Obama 53, Palin 35",Obama +18,2011
16742,"Wednesday, May 04",CBS News/NY Times*,President Obama Job Approval,"Approve 57, Disapprove 37",Approve +20,2011
16743,"Wednesday, May 04",Rasmussen Reports,Direction of Country,"Right Direction 25, Wrong Track 67",Wrong Track +42,2011
16744,"Wednesday, May 04",SurveyUSA,President Obama Job Approval,"Approve 46, Disapprove 42",Approve +4,2011
16745,"Tuesday, May 03",Newsweek/Daily Beast,President Obama Job Approval,"Approve 48, Disapprove 49",Disapprove +1,2011
16746,"Tuesday, May 03",CNN/Opinion Research,President Obama Job Approval,"Approve 52, Disapprove 43",Approve +9,2011
16747,"Tuesday, May 03",Wash Post/Pew/SRBI,President Obama Job Approval,"Approve 56, Disapprove 38",Approve +18,2011
16748,"Tuesday, May 03",Newsweek/Daily Beast,Direction of Country,"Right Direction 27, Wrong Track 60",Wrong Track +33,2011
16749,"Tuesday, May 03",PPP (D),Missouri Senate - Akin vs. McCaskill,"McCaskill 46, Akin 45",McCaskill +1,2011
16750,"Tuesday, May 03",PPP (D),Missouri Senate - Martin vs. McCaskill,"McCaskill 46, Martin 39",McCaskill +7,2011
16751,"Tuesday, May 03",PPP (D),Missouri Senate - Steelman vs. McCaskill,"McCaskill 45, Steelman 42",McCaskill +3,2011
16752,"Monday, May 02",Newsweek/Daily Beast,President Obama Job Approval,"Approve 48, Disapprove 49",Disapprove +1,2011
16753,"Monday, May 02",CNN/Opinion Research,President Obama Job Approval,"Approve 51, Disapprove 46",Approve +5,2011
16754,"Monday, May 02",Newsweek/Daily Beast,Direction of Country,"Right Direction 20, Wrong Track 65",Wrong Track +45,2011
16755,"Monday, May 02",Rasmussen Reports,President Obama Job Approval,"Approve 49, Disapprove 49",Tie,2011
16756,"Monday, May 02",Gallup,President Obama Job Approval,"Approve 46, Disapprove 45",Approve +1,2011
16757,"Monday, May 02",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 47, Oppose Repeal 42",Favor Repeal +5,2011
16758,"Friday, April 29",FOX News,2012 Republican Presidential Nomination,"Romney 19, Huckabee* 17, Trump* 8, Palin 9, Gingrich 7, Paul 7, Bachmann 3, Pawlenty 3, Daniels* 2, Cain 4",Romney +2,2011
16759,"Thursday, April 28",Rasmussen,2012 Republican Presidential Nomination,"Romney 17, Huckabee* 15, Trump* 19, Palin 9, Gingrich 9, Paul 8, Bachmann , Pawlenty 5, Daniels* 3, Cain",Trump* +2,2011
16760,"Thursday, April 28",FOX News,President Obama Job Approval,"Approve 47, Disapprove 47",Tie,2011
16761,"Thursday, April 28",FOX News,Congressional Job Approval,"Approve 18, Disapprove 75",Disapprove +57,2011
16762,"Thursday, April 28",Hearst/F&M;,Direction of Country,"Right Direction 26, Wrong Track 66",Wrong Track +40,2011
16763,"Thursday, April 28",Hearst/F&M;,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 44, Oppose Repeal 38",Favor Repeal +6,2011
16764,"Thursday, April 28",PPP (D),Nevada Republican Presidential Primary,"Romney 24, Gingrich 11, Palin 8, Pawlenty 8, Bachmann 7, Paul 5",Romney +13,2011
16765,"Wednesday, April 27",PPP (D),West Virginia Governor - Ireland vs. Tomblin,"Tomblin 51, Ireland 29",Tomblin +22,2011
16766,"Wednesday, April 27",PPP (D),West Virginia Governor - Maloney vs. Tomblin,"Tomblin 56, Maloney 23",Tomblin +33,2011
16767,"Wednesday, April 27",Rasmussen Reports,Direction of Country,"Right Direction 21, Wrong Track 71",Wrong Track +50,2011
16768,"Tuesday, April 26",PPP (D),Nevada Senate - Heller vs. Berkley,"Heller 47, Berkley 43",Heller +4,2011
16769,"Monday, April 25",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 53, Oppose Repeal 40",Favor Repeal +13,2011
16770,"Friday, April 22",Gallup,2012 Republican Presidential Nomination,"Romney 13, Huckabee* 16, Trump* 16, Palin 10, Gingrich 6, Paul 6, Bachmann 4, Pawlenty 3, Daniels* 3, Cain",Tie,2011
16771,"Thursday, April 21",CBS News/NY Times,President Obama Job Approval,"Approve 46, Disapprove 45",Approve +1,2011
16772,"Thursday, April 21",CBS News/NY Times,Direction of Country,"Right Direction 26, Wrong Track 70",Wrong Track +44,2011
16773,"Thursday, April 21",CBS News/NY Times,Congressional Job Approval,"Approve 16, Disapprove 75",Disapprove +59,2011
16774,"Wednesday, April 20",Rasmussen Reports,Direction of Country,"Right Direction 22, Wrong Track 70",Wrong Track +48,2011
16775,"Wednesday, April 20",McClatchy,2012 Republican Presidential Nomination,"Romney 18, Huckabee* 17, Trump* 13, Palin 8, Gingrich 4, Paul 7, Bachmann 3, Pawlenty 2, Daniels* 2, Cain 2",Romney +1,2011
16776,"Wednesday, April 20",McClatchy/Marist,General Election: Huckabee vs. Obama,"Obama 48, Huckabee 43",Obama +5,2011
16777,"Wednesday, April 20",McClatchy/Marist,General Election: Romney vs. Obama,"Obama 46, Romney 45",Obama +1,2011
16778,"Wednesday, April 20",McClatchy/Marist,General Election: Trump vs. Obama,"Obama 54, Trump 38",Obama +16,2011
16779,"Wednesday, April 20",McClatchy/Marist,General Election: Palin vs. Obama,"Obama 56, Palin 34",Obama +22,2011
16780,"Wednesday, April 20",PPP (D),North Carolina Governor - McCrory vs. Perdue,"McCrory 49, Perdue 38",McCrory +11,2011
16781,"Tuesday, April 19",ABC News/Wash Post,President Obama Job Approval,"Approve 47, Disapprove 50",Disapprove +3,2011
16782,"Tuesday, April 19",McClatchy/Marist,President Obama Job Approval,"Approve 44, Disapprove 49",Disapprove +5,2011
16783,"Tuesday, April 19",ABC News/Wash Post,General Election: Huckabee vs. Obama,"Obama 50, Huckabee 44",Obama +6,2011
16784,"Tuesday, April 19",ABC News/Wash Post,General Election: Romney vs. Obama,"Obama 49, Romney 45",Obama +4,2011
16785,"Tuesday, April 19",ABC News/Wash Post,General Election: Pawlenty vs. Obama,"Obama 53, Pawlenty 38",Obama +15,2011
16786,"Tuesday, April 19",ABC News/Wash Post,General Election: Gingrich vs. Obama,"Obama 54, Gingrich 39",Obama +15,2011
16787,"Tuesday, April 19",ABC News/Wash Post,General Election: Bachmann vs. Obama,"Obama 51, Bachmann 39",Obama +12,2011
16788,"Tuesday, April 19",ABC News/Wash Post,General Election: Trump vs. Obama,"Obama 52, Trump 40",Obama +12,2011
16789,"Tuesday, April 19",ABC News/Wash Post,General Election: Palin vs. Obama,"Obama 55, Palin 38",Obama +17,2011
16790,"Tuesday, April 19",PPP (D),Iowa Republican Presidential Primary,"Romney 16, Gingrich 9, Palin 8, Bachmann 6, Paul 6, Pawlenty 5, Cain , Santorum",Romney +7,2011
16791,"Tuesday, April 19",McClatchy/Marist,Direction of Country,"Right Direction 31, Wrong Track 64",Wrong Track +33,2011
16792,"Monday, April 18",Rasmussen Reports,General Election: Trump vs. Obama,"Obama 49, Trump 34",Obama +15,2011
16793,"Monday, April 18",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 52, Oppose Repeal 41",Favor Repeal +11,2011
16794,"Saturday, April 16",Gallup,President Obama Job Approval,"Approve 41, Disapprove 49",Disapprove +8,2011
16795,"Saturday, April 16",Rasmussen Reports,President Obama Job Approval,"Approve 46, Disapprove 53",Disapprove +7,2011
16796,"Friday, April 15",Democracy Corps (D),President Obama Job Approval,"Approve 44, Disapprove 50",Disapprove +6,2011
16797,"Friday, April 15",Democracy Corps (D),Direction of Country,"Right Direction 26, Wrong Track 65",Wrong Track +39,2011
16798,"Friday, April 15",Democracy Corps (D),General Election: Romney vs. Obama,"Obama 46, Romney 48",Romney +2,2011
16799,"Friday, April 15",SurveyUSA,North Carolina Governor - McCrory vs. Perdue,"McCrory 51, Perdue 39",McCrory +12,2011
16800,"Thursday, April 14",PPP (D),2012 Republican Presidential Nomination,"Romney 15, Huckabee* 17, Trump* 26, Palin 8, Gingrich 11, Paul 5, Bachmann 4, Pawlenty 4, Daniels* , Cain",Trump* +9,2011
16801,"Thursday, April 14",PPP (D),General Election: Huckabee vs. Obama,"Obama 48, Huckabee 43",Obama +5,2011
16802,"Thursday, April 14",PPP (D),General Election: Romney vs. Obama,"Obama 47, Romney 41",Obama +6,2011
16803,"Thursday, April 14",PPP (D),General Election: Palin vs. Obama,"Obama 54, Palin 36",Obama +18,2011
16804,"Thursday, April 14",PPP (D),General Election: Gingrich vs. Obama,"Obama 52, Gingrich 38",Obama +14,2011
16805,"Thursday, April 14",SurveyUSA,Kentucky Governor - Williams vs. Beshear,"Beshear 51, Williams 39",Beshear +12,2011
16806,"Thursday, April 14",SurveyUSA,Kentucky Governor - Republican Primary,"Williams 49, Moffett 14, Holsclaw 12",Williams +35,2011
16807,"Tuesday, April 19",Gallup,President Obama Job Approval,"Approve 44, Disapprove 48",Disapprove +4,2011
16808,"Tuesday, April 19",Rasmussen Reports,President Obama Job Approval,"Approve 48, Disapprove 51",Disapprove +3,2011
16809,"Wednesday, April 13",Reuters/Ipsos,President Obama Job Approval,"Approve 46, Disapprove 49",Disapprove +3,2011
16810,"Wednesday, April 13",Suffolk/7News,Florida Republican Presidential Primary,"Romney 33, Huckabee 14, Gingrich 9, Trump 8, Palin 8, Pawlenty 3, Daniels , Paul 2, Bachmann 1",Romney +19,2011
16811,"Wednesday, April 13",Reuters/Ipsos,Direction of Country,"Right Direction 25, Wrong Track 69",Wrong Track +44,2011
16812,"Wednesday, April 13",Rasmussen Reports,Direction of Country,"Right Direction 23, Wrong Track 69",Wrong Track +46,2011
16813,"Tuesday, April 12",CNN,2012 Republican Presidential Nomination,"Huckabee 19, Romney 11, Trump 19, Palin 12, Gingrich 11, Paul 7, Bachmann 5, Pawlenty 2, Daniels 3, Santorum 2",Tie,2011
16814,"Tuesday, April 12",Rasmussen Reports,General Election: Huckabee vs. Obama,"Obama 43, Huckabee 43",Tie,2011
16815,"Tuesday, April 12",Rasmussen Reports,General Election: Romney vs. Obama,"Obama 45, Romney 40",Obama +5,2011
16816,"Tuesday, April 12",Rasmussen Reports,General Election: Palin vs. Obama,"Obama 48, Palin 38",Obama +10,2011
16817,"Tuesday, April 12",Rasmussen Reports,General Election: Gingrich vs. Obama,"Obama 49, Gingrich 37",Obama +12,2011
16818,"Tuesday, April 12",Rasmussen Reports,General Election: Pawlenty vs. Obama,"Obama 45, Pawlenty 35",Obama +10,2011
16819,"Monday, April 11",CNN/Opinion Research,President Obama Job Approval,"Approve 48, Disapprove 50",Disapprove +2,2011
16820,"Monday, April 11",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 51, Oppose Repeal 41",Favor Repeal +10,2011
16821,"Monday, April 11",Mason-Dixon,Florida Republican Presidential Primary,"Romney 23, Huckabee 18, Gingrich 11, Trump 13, Palin 5, Pawlenty 8, Daniels 4, Paul 3, Bachmann 1",Romney +5,2011
16822,"Friday, April 08",Roanoke College,Virginia Senate - Allen vs. Kaine,"Allen 45, Kaine 32",Allen +13,2011
16823,"Friday, April 08",FOX News,2012 Republican Presidential Nomination,"Huckabee 15, Romney 14, Trump 11, Palin 12, Gingrich 7, Paul 3, Bachmann 2, Pawlenty 4, Daniels 3, Santorum 2",Huckabee +1,2011
16824,"Friday, April 08",FOX News,General Election: Trump vs. Obama,"Obama 52, Trump 34",Obama +18,2011
16825,"Thursday, April 07",Pew Research,President Obama Job Approval,"Approve 47, Disapprove 45",Approve +2,2011
16826,"Thursday, April 07",Suffolk/7News,Massachusetts Senate - Brown vs. Capuano,"Brown 52, Capuano 26",Brown +26,2011
16827,"Thursday, April 07",Suffolk/7News,Massachusetts Senate - Brown vs. Markey,"Brown 53, Markey 26",Brown +27,2011
