Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
New Hampshire: Cruz vs. Sanders,WMUR/UNH,"Sanders 61, Cruz 30",Sanders +31,2016-04-21,2016
New Hampshire: Kasich vs. Sanders,WMUR/UNH,"Sanders 50, Kasich 44",Sanders +6,2016-04-21,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 49, Disapprove 45",Approve +4,2016-04-21,2016
Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 61",Wrong Track +36,2016-04-21,2016
New Hampshire: Cruz vs. Clinton,WMUR/UNH,"Clinton 48, Cruz 34",Clinton +14,2016-04-21,2016
Indiana Republican Presidential Primary,FOX News,"Trump 41, Cruz 33, Kasich 16",Trump +8,2016-04-22,2016
Indiana Democratic Presidential Primary,FOX News,"Clinton 46, Sanders 42",Clinton +4,2016-04-22,2016
Indiana Republican Presidential Primary,WTHR/Howey Politics,"Trump 37, Cruz 31, Kasich 22",Trump +6,2016-04-22,2016
Indiana Democratic Presidential Primary,WTHR/Howey Politics,"Clinton 48, Sanders 45",Clinton +3,2016-04-22,2016
California Republican Presidential Primary,FOX News,"Trump 49, Cruz 22, Kasich 20",Trump +27,2016-04-22,2016
California Democratic Presidential Primary,FOX News,"Clinton 48, Sanders 46",Clinton +2,2016-04-22,2016
Indiana: Trump vs. Clinton,WTHR/Howey Politics,"Trump 47, Clinton 39",Trump +8,2016-04-22,2016
Indiana: Cruz vs. Clinton,WTHR/Howey Politics,"Cruz 53, Clinton 36",Cruz +17,2016-04-22,2016
Pennsylvania Republican Presidential Primary,NBC/WSJ/Marist,"Trump 45, Cruz 27, Kasich 24",Trump +18,2016-04-24,2016
Pennsylvania Democratic Presidential Primary,NBC/WSJ/Marist,"Clinton 55, Sanders 40",Clinton +15,2016-04-24,2016
Rhode Island Republican Presidential Primary,Brown University,"Trump 38, Kasich 25, Cruz 14",Trump +13,2016-04-24,2016
Rhode Island Democratic Presidential Primary,Brown University,"Clinton 43, Sanders 34",Clinton +9,2016-04-24,2016
Indiana Democratic Presidential Primary,CBS News/YouGov,"Clinton 49, Sanders 44",Clinton +5,2016-04-24,2016
Pennsylvania Republican Presidential Primary,CBS News/YouGov,"Trump 49, Cruz 26, Kasich 22",Trump +23,2016-04-24,2016
Indiana Republican Presidential Primary,CBS News/YouGov,"Trump 40, Cruz 35, Kasich 20",Trump +5,2016-04-24,2016
Pennsylvania: Trump vs. Clinton,NBC/WSJ/Marist,"Clinton 54, Trump 39",Clinton +15,2016-04-24,2016
Pennsylvania: Cruz vs. Clinton,NBC/WSJ/Marist,"Clinton 52, Cruz 41",Clinton +11,2016-04-24,2016
Pennsylvania: Kasich vs. Clinton,NBC/WSJ/Marist,"Kasich 48, Clinton 45",Kasich +3,2016-04-24,2016
Pennsylvania: Trump vs. Sanders,NBC/WSJ/Marist,"Sanders 57, Trump 37",Sanders +20,2016-04-24,2016
Pennsylvania: Cruz vs. Sanders,NBC/WSJ/Marist,"Sanders 58, Cruz 36",Sanders +22,2016-04-24,2016
Pennsylvania: Kasich vs. Sanders,NBC/WSJ/Marist,"Sanders 50, Kasich 44",Sanders +6,2016-04-24,2016
Pennsylvania Democratic Presidential Primary,CBS News/YouGov,"Clinton 51, Sanders 43",Clinton +8,2016-04-24,2016
General Election: Trump vs. Clinton,USA Today/Suffolk,"Clinton 50, Trump 39",Clinton +11,2016-04-25,2016
General Election: Trump vs. Clinton,GWU/Battleground,"Clinton 46, Trump 43",Clinton +3,2016-04-25,2016
Maryland Republican Presidential Primary,Gravis,"Trump 53, Kasich 24, Cruz 22",Trump +29,2016-04-25,2016
Rhode Island Democratic Presidential Primary,PPP (D)*,"Clinton 45, Sanders 49",Sanders +4,2016-04-25,2016
Rhode Island Republican Presidential Primary,Gravis,"Trump 58, Kasich 21, Cruz 10",Trump +37,2016-04-25,2016
Rhode Island Republican Presidential Primary,PPP (D)*,"Trump 61, Kasich 23, Cruz 13",Trump +38,2016-04-25,2016
Connecticut Democratic Presidential Primary,PPP (D)*,"Clinton 48, Sanders 46",Clinton +2,2016-04-25,2016
Connecticut Republican Presidential Primary,Gravis,"Trump 54, Kasich 27, Cruz 9",Trump +27,2016-04-25,2016
Pennsylvania Democratic Presidential Primary,Harper (R),"Clinton 61, Sanders 33",Clinton +28,2016-04-25,2016
General Election: Cruz vs. Clinton,USA Today/Suffolk,"Clinton 49, Cruz 42",Clinton +7,2016-04-25,2016
Pennsylvania Democratic Presidential Primary,PPP (D)*,"Clinton 51, Sanders 41",Clinton +10,2016-04-25,2016
Pennsylvania Democratic Presidential Primary,FOX 29/Opinion Savvy,"Clinton 52, Sanders 41",Clinton +11,2016-04-25,2016
Pennsylvania Republican Presidential Primary,PPP (D)*,"Trump 51, Cruz 25, Kasich 22",Trump +26,2016-04-25,2016
Pennsylvania Republican Presidential Primary,FOX 29/Opinion Savvy,"Trump 48, Cruz 28, Kasich 19",Trump +20,2016-04-25,2016
2016 Democratic Presidential Nomination,USA Today/Suffolk,"Clinton 50, Sanders 45",Clinton +5,2016-04-25,2016
2016 Republican Presidential Nomination,USA Today/Suffolk,"Trump 45, Cruz 29, Kasich 17",Trump +16,2016-04-25,2016
Connecticut Republican Presidential Primary,PPP (D)*,"Trump 59, Kasich 25, Cruz 13",Trump +34,2016-04-25,2016
General Election: Kasich vs. Clinton,USA Today/Suffolk,"Kasich 46, Clinton 41",Kasich +5,2016-04-25,2016
Arizona: Kasich vs. Sanders,Behavior Research Center,"Sanders 47, Kasich 33",Sanders +14,2016-04-25,2016
General Election: Trump vs. Sanders,USA Today/Suffolk,"Sanders 52, Trump 37",Sanders +15,2016-04-25,2016
Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 67",Wrong Track +41,2016-04-25,2016
Direction of Country,USA Today/Suffolk,"Right Direction 28, Wrong Track 61",Wrong Track +33,2016-04-25,2016
Direction of Country,GWU/Battleground,"Right Direction 26, Wrong Track 66",Wrong Track +40,2016-04-25,2016
2016 Generic Congressional Vote,GWU/Battleground,"Democrats 46, Republicans 41",Democrats +5,2016-04-25,2016
President Obama Job Approval,GWU/Battleground,"Approve 51, Disapprove 46",Approve +5,2016-04-25,2016
President Obama Job Approval,USA Today/Suffolk,"Approve 46, Disapprove 45",Approve +1,2016-04-25,2016
North Carolina Governor - McCrory vs. Cooper,PPP (D)*,"Cooper 43, McCrory 42",Cooper +1,2016-04-25,2016
Arizona: Cruz vs. Sanders,Behavior Research Center,"Sanders 48, Cruz 34",Sanders +14,2016-04-25,2016
General Election: Trump vs. Sanders,GWU/Battleground,"Sanders 50, Trump 40",Sanders +10,2016-04-25,2016
Arizona: Kasich vs. Clinton,Behavior Research Center,"Kasich 44, Clinton 32",Kasich +12,2016-04-25,2016
Arizona: Cruz vs. Clinton,Behavior Research Center,"Cruz 43, Clinton 38",Cruz +5,2016-04-25,2016
Arizona: Trump vs. Clinton,Behavior Research Center,"Clinton 42, Trump 35",Clinton +7,2016-04-25,2016
Pennsylvania Senate - Democratic Primary,Harper (R),"McGinty 39, Sestak 33, Fetterman 15",McGinty +6,2016-04-25,2016
Pennsylvania Senate - Democratic Primary,FOX 29/Opinion Savvy,"McGinty 39, Sestak 34, Fetterman 14",McGinty +5,2016-04-25,2016
General Election: Kasich vs. Sanders,USA Today/Suffolk,"Sanders 44, Kasich 43",Sanders +1,2016-04-25,2016
General Election: Cruz vs. Sanders,USA Today/Suffolk,"Sanders 50, Cruz 38",Sanders +12,2016-04-25,2016
Arizona: Trump vs. Sanders,Behavior Research Center,"Sanders 54, Trump 33",Sanders +21,2016-04-25,2016
Public Approval of Health Care Law,Pew Research,"For/Favor 44, Against/Oppose 54",Against/Oppose +10,2016-04-26,2016
North Carolina: Trump vs. Clinton,PPP (D),"Trump 44, Clinton 44",Tie,2016-04-27,2016
North Carolina: Cruz vs. Clinton,PPP (D),"Clinton 45, Cruz 40",Clinton +5,2016-04-27,2016
North Carolina: Kasich vs. Clinton,PPP (D),"Kasich 46, Clinton 39",Kasich +7,2016-04-27,2016
North Carolina: Trump vs. Sanders,PPP (D),"Sanders 46, Trump 43",Sanders +3,2016-04-27,2016
North Carolina: Cruz vs. Sanders,PPP (D),"Sanders 46, Cruz 38",Sanders +8,2016-04-27,2016
North Carolina: Kasich vs. Sanders,PPP (D),"Kasich 43, Sanders 41",Kasich +2,2016-04-27,2016
President Obama Job Approval,The Economist/YouGov,"Approve 45, Disapprove 51",Disapprove +6,2016-04-27,2016
Congressional Job Approval,The Economist/YouGov,"Approve 11, Disapprove 66",Disapprove +55,2016-04-27,2016
Direction of Country,The Economist/YouGov,"Right Direction 25, Wrong Track 66",Wrong Track +41,2016-04-27,2016
North Carolina: Trump vs. Clinton,PPP (D),"Clinton 44, Trump 44",Tie,2016-04-27,2016
North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 40, Ross 36",Burr +4,2016-04-27,2016
Oregon Republican Presidential Primary,Hoffman Research (R),"Trump 43, Cruz 26, Kasich 17",Trump +17,2016-04-28,2016
Indiana Republican Presidential Primary,Clout Research (R),"Trump 37, Cruz 35, Kasich 16",Trump +2,2016-04-29,2016
2016 Democratic Presidential Nomination,IBD/TIPP,"Clinton 49, Sanders 43",Clinton +6,2016-04-29,2016
2016 Republican Presidential Nomination,IBD/TIPP,"Trump 48, Cruz 29, Kasich 16",Trump +19,2016-04-29,2016
Indiana Democratic Presidential Primary,IPFW/Downs Center,"Clinton 54, Sanders 41",Clinton +13,2016-04-29,2016
Indiana Republican Presidential Primary,IPFW/Downs Center,"Trump 29, Cruz 45, Kasich 13",Cruz +16,2016-04-29,2016
Indiana Republican Presidential Primary,ARG*,"Trump 41, Cruz 32, Kasich 21",Trump +9,2016-04-29,2016
Indiana Democratic Presidential Primary,ARG*,"Clinton 51, Sanders 43",Clinton +8,2016-04-29,2016
General Election: Trump vs. Clinton,IBD/TIPP,"Clinton 47, Trump 40",Clinton +7,2016-04-29,2016
General Election: Trump vs. Clinton,Rasmussen Reports,"Clinton 38, Trump 38",Tie,2016-04-29,2016
General Election: Trump vs. Sanders,IBD/TIPP,"Sanders 50, Trump 38",Sanders +12,2016-04-29,2016
General Election: Kasich vs. Clinton,IBD/TIPP,"Kasich 45, Clinton 41",Kasich +4,2016-04-29,2016
General Election: Cruz vs. Clinton,IBD/TIPP,"Clinton 47, Cruz 40",Clinton +7,2016-04-29,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 46, Disapprove 49",Disapprove +3,2016-04-29,2016
Direction of Country,Reuters/Ipsos,"Right Direction 23, Wrong Track 65",Wrong Track +42,2016-04-29,2016
General Election: Kasich vs. Sanders,IBD/TIPP,"Sanders 46, Kasich 42",Sanders +4,2016-04-29,2016
President Obama Job Approval,IBD/TIPP,"Approve 49, Disapprove 44",Approve +5,2016-04-29,2016
General Election: Cruz vs. Sanders,IBD/TIPP,"Sanders 49, Cruz 38",Sanders +11,2016-04-29,2016
Indiana Republican Presidential Primary,NBC/WSJ/Marist,"Trump 49, Cruz 34, Kasich 13",Trump +15,2016-05-01,2016
Indiana Democratic Presidential Primary,NBC/WSJ/Marist,"Clinton 50, Sanders 46",Clinton +4,2016-05-01,2016
Indiana: Trump vs. Clinton,NBC/WSJ/Marist,"Trump 48, Clinton 41",Trump +7,2016-05-01,2016
Indiana: Kasich vs. Clinton,NBC/WSJ/Marist,"Kasich 56, Clinton 37",Kasich +19,2016-05-01,2016
Indiana: Cruz vs. Sanders,NBC/WSJ/Marist,"Sanders 48, Cruz 45",Sanders +3,2016-05-01,2016
Indiana: Cruz vs. Clinton,NBC/WSJ/Marist,"Cruz 50, Clinton 43",Cruz +7,2016-05-01,2016
Florida: Trump vs. Clinton,AIF (R)**,"Clinton 49, Trump 36",Clinton +13,2016-05-01,2016
Florida: Cruz vs. Clinton,AIF (R),"Clinton 48, Cruz 39",Clinton +9,2016-05-01,2016
Florida: Trump vs. Clinton,AIF (R),"Clinton 49, Trump 36",Clinton +13,2016-05-01,2016
Indiana: Kasich vs. Sanders,NBC/WSJ/Marist,"Kasich 47, Sanders 46",Kasich +1,2016-05-01,2016
Indiana: Trump vs. Sanders,NBC/WSJ/Marist,"Trump 47, Sanders 46",Trump +1,2016-05-01,2016
2016 Republican Presidential Nomination,CNN/ORC,"Trump 49, Cruz 25, Kasich 19",Trump +24,2016-05-02,2016
2016 Democratic Presidential Nomination,CNN/ORC,"Clinton 51, Sanders 43",Clinton +8,2016-05-02,2016
Ohio: Kasich vs. Clinton,PPP (D),"Kasich 43, Clinton 41",Kasich +2,2016-05-02,2016
Indiana Republican Presidential Primary,Gravis,"Trump 44, Cruz 27, Kasich 9",Trump +17,2016-05-02,2016
California Republican Presidential Primary,KABC/SurveyUSA,"Trump 54, Cruz 20, Kasich 16",Trump +34,2016-05-02,2016
California Democratic Presidential Primary,KABC/SurveyUSA,"Clinton 57, Sanders 38",Clinton +19,2016-05-02,2016
General Election: Trump vs. Clinton,Rasmussen Reports,"Clinton 39, Trump 41",Trump +2,2016-05-02,2016
Ohio: Trump vs. Clinton,PPP (D),"Clinton 45, Trump 42",Clinton +3,2016-05-02,2016
Ohio: Cruz vs. Clinton,PPP (D),"Clinton 44, Cruz 35",Clinton +9,2016-05-02,2016
Ohio: Cruz vs. Sanders,PPP (D),"Sanders 44, Cruz 35",Sanders +9,2016-05-02,2016
Ohio: Kasich vs. Sanders,PPP (D),"Kasich 47, Sanders 37",Kasich +10,2016-05-02,2016
California: Trump vs. Clinton,KABC/SurveyUSA,"Clinton 56, Trump 34",Clinton +22,2016-05-02,2016
California: Cruz vs. Clinton,KABC/SurveyUSA,"Clinton 57, Cruz 29",Clinton +28,2016-05-02,2016
California: Kasich vs. Clinton,KABC/SurveyUSA,"Clinton 53, Kasich 34",Clinton +19,2016-05-02,2016
California Senate - Open Primary,KABC/SurveyUSA,"Harris 29, Sanchez 18, Del Beccaro 10, Unz 8, Sundheim 7",Harris +11,2016-05-02,2016
Ohio Senate - Portman vs. Strickland,PPP (D),"Strickland 38, Portman 38",Tie,2016-05-02,2016
Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 65",Wrong Track +36,2016-05-02,2016
Ohio: Trump vs. Sanders,PPP (D),"Sanders 45, Trump 41",Sanders +4,2016-05-02,2016
West Virginia Republican Presidential Primary,PPP (D),"Trump 61, Cruz 22, Kasich 14",Trump +39,2016-05-03,2016
West Virginia Democratic Presidential Primary,PPP (D),"Sanders 45, Clinton 37",Sanders +8,2016-05-03,2016
West Virginia: Trump vs. Clinton,PPP (D),"Trump 57, Clinton 30",Trump +27,2016-05-03,2016
West Virginia: Cruz vs. Clinton,PPP (D),"Cruz 44, Clinton 31",Cruz +13,2016-05-03,2016
West Virginia: Trump vs. Sanders,PPP (D),"Trump 56, Sanders 35",Trump +21,2016-05-03,2016
West Virginia: Kasich vs. Clinton,PPP (D),"Kasich 52, Clinton 27",Kasich +25,2016-05-03,2016
West Virginia: Kasich vs. Sanders,PPP (D),"Kasich 48, Sanders 31",Kasich +17,2016-05-03,2016
New York: Trump vs. Clinton,Siena,"Clinton 56, Trump 30",Clinton +26,2016-05-03,2016
New York Senate - Long vs. Schumer,Siena,"Schumer 64, Long 24",Schumer +40,2016-05-03,2016
West Virginia: Cruz vs. Sanders,PPP (D),"Cruz 40, Sanders 39",Cruz +1,2016-05-03,2016
General Election: Kasich vs. Sanders,CNN/ORC,"Sanders 50, Kasich 46",Sanders +4,2016-05-04,2016
General Election: Cruz vs. Sanders,CNN/ORC,"Sanders 57, Cruz 39",Sanders +18,2016-05-04,2016
General Election: Trump vs. Sanders,CNN/ORC,"Sanders 56, Trump 40",Sanders +16,2016-05-04,2016
General Election: Kasich vs. Clinton,CNN/ORC,"Kasich 51, Clinton 44",Kasich +7,2016-05-04,2016
General Election: Cruz vs. Clinton,CNN/ORC,"Clinton 52, Cruz 42",Clinton +10,2016-05-04,2016
General Election: Trump vs. Clinton,CNN/ORC,"Clinton 54, Trump 41",Clinton +13,2016-05-04,2016
New Jersey Democratic Presidential Primary,Monmouth,"Clinton 60, Sanders 32",Clinton +28,2016-05-04,2016
North Carolina: Cruz vs. Clinton,Civitas (R),"Clinton 48, Cruz 44",Clinton +4,2016-05-05,2016
2016 Democratic Presidential Nomination,Pew Research,"Clinton 54, Sanders 42",Clinton +12,2016-05-05,2016
New Jersey Republican Presidential Primary,Monmouth,"Trump 70, Kasich 15, Cruz 11",Trump +55,2016-05-05,2016
North Carolina: Trump vs. Clinton,Civitas (R)*,"Trump 40, Clinton 49",Clinton +9,2016-05-05,2016
North Carolina: Trump vs. Sanders,Civitas (R),"Sanders 55, Trump 37",Sanders +18,2016-05-05,2016
2016 Republican Presidential Nomination,Pew Research,"Trump 44, Cruz 25, Kasich 20",Trump +19,2016-05-05,2016
North Carolina Senate - Burr vs. Ross,Civitas (R)*,"Burr 39, Ross 38",Burr +1,2016-05-05,2016
North Carolina Governor - McCrory vs. Cooper,Civitas (R)*,"McCrory 39, Cooper 48",Cooper +9,2016-05-05,2016
President Obama Job Approval,Pew Research,"Approve 48, Disapprove 47",Approve +1,2016-05-05,2016
President Obama Job Approval,Rasmussen Reports,"Approve 49, Disapprove 50",Disapprove +1,2016-05-05,2016
President Obama Job Approval,Gallup,"Approve 50, Disapprove 46",Approve +4,2016-05-05,2016
North Carolina: Cruz vs. Sanders,Civitas (R),"Sanders 52, Cruz 41",Sanders +11,2016-05-05,2016
Direction of Country,Reuters/Ipsos,"Right Direction 26, Wrong Track 60",Wrong Track +34,2016-05-06,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 49, Disapprove 45",Approve +4,2016-05-06,2016
President Obama Job Approval,CNN/ORC,"Approve 51, Disapprove 46",Approve +5,2016-05-06,2016
West Virginia Republican Presidential Primary,MetroNews,"Trump 57, Cruz 25, Kasich 14",Trump +32,2016-05-06,2016
West Virginia Democratic Presidential Primary,MetroNews,"Sanders 47, Clinton 43",Sanders +4,2016-05-06,2016
Georgia: Trump vs. Clinton,WSB-TV/Landmark,"Trump 42, Clinton 41",Trump +1,2016-05-07,2016
New Hampshire Senate - Ayotte vs. Hassan,Dartmouth,"Ayotte 37, Hassan 35",Ayotte +2,2016-05-09,2016
Massachusetts: Trump vs. Clinton,Boston Globe/Suffolk,"Clinton 55, Trump 31",Clinton +24,2016-05-09,2016
New Hampshire: Trump vs. Sanders,Dartmouth,"Sanders 49, Trump 28",Sanders +21,2016-05-09,2016
New Hampshire: Trump vs. Clinton,Dartmouth,"Clinton 34, Trump 29",Clinton +5,2016-05-09,2016
Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 67",Wrong Track +40,2016-05-09,2016
Florida: Trump vs. Clinton,Quinnipiac,"Clinton 43, Trump 42",Clinton +1,2016-05-10,2016
Florida: Trump vs. Sanders,Quinnipiac,"Trump 42, Sanders 44",Sanders +2,2016-05-10,2016
Ohio: Trump vs. Clinton,Quinnipiac,"Clinton 39, Trump 43",Trump +4,2016-05-10,2016
Pennsylvania: Trump vs. Clinton,Quinnipiac,"Clinton 43, Trump 42",Clinton +1,2016-05-10,2016
Ohio: Trump vs. Sanders,Quinnipiac,"Sanders 43, Trump 41",Sanders +2,2016-05-10,2016
President Obama Job Approval,PPP (D),"Approve 49, Disapprove 48",Approve +1,2016-05-10,2016
General Election: Trump vs. Clinton,PPP (D),"Clinton 47, Trump 41",Clinton +6,2016-05-10,2016
General Election: Trump vs. Sanders,PPP (D),"Sanders 50, Trump 39",Sanders +11,2016-05-10,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,PPP (D),"Clinton 42, Trump 38, Johnson 4, Stein 2",Clinton +4,2016-05-10,2016
Congressional Job Approval,PPP (D),"Approve 9, Disapprove 84",Disapprove +75,2016-05-10,2016
Pennsylvania: Trump vs. Sanders,Quinnipiac,"Sanders 47, Trump 41",Sanders +6,2016-05-10,2016
Oregon Democratic Presidential Primary,FOX 12/KPTV,"Clinton 48, Sanders 33",Clinton +15,2016-05-11,2016
Oregon Republican Presidential Primary,FOX 12/KPTV,"Trump 45, Cruz 14, Kasich 14",Trump +31,2016-05-11,2016
Oregon: Trump vs. Clinton,FOX 12/KPTV,"Trump 32, Clinton 43",Clinton +11,2016-05-11,2016
Ohio Senate - Portman vs. Strickland,Quinnipiac,"Strickland 43, Portman 42",Strickland +1,2016-05-11,2016
Louisiana: Trump vs. Clinton,JMC Analytics,"Trump 52, Clinton 36",Trump +16,2016-05-11,2016
Louisiana: Trump vs. Sanders,JMC Analytics,"Trump 55, Sanders 32",Trump +23,2016-05-11,2016
Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 45, McGinty 44",Toomey +1,2016-05-11,2016
Florida Senate - Jolly vs. Murphy,Quinnipiac,"Murphy 37, Jolly 34",Murphy +3,2016-05-11,2016
President Obama Job Approval,The Economist/YouGov,"Approve 46, Disapprove 52",Disapprove +6,2016-05-11,2016
Florida Senate - Lopez-Cantera vs. Murphy,Quinnipiac,"Murphy 38, Lopez-Cantera 34",Murphy +4,2016-05-11,2016
Florida Senate - Jolly vs. Grayson,Quinnipiac,"Jolly 37, Grayson 35",Jolly +2,2016-05-11,2016
Florida Senate - DeSantis vs. Grayson,Quinnipiac,"DeSantis 38, Grayson 36",DeSantis +2,2016-05-11,2016
Florida Senate - Lopez-Cantera vs. Grayson,Quinnipiac,"Grayson 37, Lopez-Cantera 37",Tie,2016-05-11,2016
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 70",Disapprove +60,2016-05-11,2016
Direction of Country,The Economist/YouGov,"Right Direction 23, Wrong Track 68",Wrong Track +45,2016-05-11,2016
Public Approval of Health Care Law,PPP (D),"For/Favor 42, Against/Oppose 42",Tie,2016-05-11,2016
Florida Senate - DeSantis vs. Murphy,Quinnipiac,"Murphy 36, DeSantis 35",Murphy +1,2016-05-11,2016
Tennessee: Trump vs. Clinton,Vanderbilt University,"Trump 44, Clinton 35",Trump +9,2016-05-12,2016
Direction of Country,Reuters/Ipsos,"Right Direction 21, Wrong Track 68",Wrong Track +47,2016-05-13,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 47, Disapprove 50",Disapprove +3,2016-05-13,2016
General Election: Trump vs. Clinton,Gravis,"Clinton 48, Trump 46",Clinton +2,2016-05-13,2016
Georgia: Trump vs. Sanders,Atlanta Journal-Constitution,"Trump 42, Sanders 47",Sanders +5,2016-05-15,2016
Georgia: Trump vs. Clinton,Atlanta Journal-Constitution,"Trump 45, Clinton 41",Trump +4,2016-05-15,2016
Georgia: Trump vs. Clinton,FOX 5 Atlanta,"Trump 44, Clinton 41",Trump +3,2016-05-16,2016
Utah: Trump vs. Clinton,UtahPolicy/Dan Jones,"Trump 43, Clinton 30",Trump +13,2016-05-16,2016
Utah: Trump vs. Sanders,UtahPolicy/Dan Jones,"Trump 43, Sanders 37",Trump +6,2016-05-16,2016
Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 68",Wrong Track +41,2016-05-16,2016
Arizona Senate - Republican Primary (Aug. 30),PPP (D),"McCain 39, Ward 26, Meluskey 4, McBean 3, Van Steenwyk 2",McCain +13,2016-05-17,2016
Arizona Senate - McCain vs. Kirkpatrick,PPP (D),"McCain 42, Kirkpatrick 36",McCain +6,2016-05-17,2016
Arizona: Trump vs. Sanders,PPP (D),"Sanders 45, Trump 44",Sanders +1,2016-05-17,2016
Arizona: Trump vs. Clinton,PPP (D),"Clinton 41, Trump 45",Trump +4,2016-05-17,2016
President Obama Job Approval,FOX News,"Approve 48, Disapprove 49",Disapprove +1,2016-05-18,2016
New Hampshire: Trump vs. Sanders,WBUR/MassINC,"Sanders 54, Trump 38",Sanders +16,2016-05-18,2016
New Hampshire: Trump vs. Clinton,WBUR/MassINC,"Clinton 44, Trump 42",Clinton +2,2016-05-18,2016
General Election: Trump vs. Clinton,CBS News/NY Times,"Clinton 47, Trump 41",Clinton +6,2016-05-19,2016
General Election: Trump vs. Clinton,FOX News,"Clinton 42, Trump 45",Trump +3,2016-05-19,2016
General Election: Trump vs. Sanders,CBS News/NY Times,"Sanders 51, Trump 38",Sanders +13,2016-05-19,2016
General Election: Trump vs. Sanders,FOX News,"Sanders 46, Trump 42",Sanders +4,2016-05-19,2016
2016 Democratic Presidential Nomination,CBS News/NY Times,"Clinton 51, Sanders 44",Clinton +7,2016-05-19,2016
New Jersey Democratic Presidential Primary,Quinnipiac,"Clinton 54, Sanders 40",Clinton +14,2016-05-19,2016
General Election: Trump vs. Clinton,Rasmussen Reports,"Clinton 37, Trump 42",Trump +5,2016-05-19,2016
New Jersey: Trump vs. Sanders,Quinnipiac,"Sanders 49, Trump 37",Sanders +12,2016-05-19,2016
President Obama Job Approval,CBS News/NY Times,"Approve 50, Disapprove 43",Approve +7,2016-05-19,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 48, Disapprove 47",Approve +1,2016-05-19,2016
Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 62",Wrong Track +38,2016-05-19,2016
Congressional Job Approval,CBS News/NY Times,"Approve 14, Disapprove 77",Disapprove +63,2016-05-19,2016
Direction of Country,CBS News/NY Times,"Right Direction 30, Wrong Track 63",Wrong Track +33,2016-05-19,2016
New Jersey: Trump vs. Clinton,Quinnipiac,"Clinton 45, Trump 38",Clinton +7,2016-05-19,2016
General Election: Trump vs. Clinton,NBC News/Wall St. Jrnl,"Clinton 46, Trump 43",Clinton +3,2016-05-22,2016
General Election: Trump vs. Clinton,ABC News/Wash Post,"Clinton 44, Trump 46",Trump +2,2016-05-22,2016
General Election: Trump vs. Sanders,NBC News/Wall St. Jrnl,"Sanders 54, Trump 39",Sanders +15,2016-05-22,2016
Florida: Trump vs. Clinton,CBS News/YouGov,"Clinton 43, Trump 42",Clinton +1,2016-05-22,2016
Florida: Trump vs. Clinton,Gravis,"Clinton 46, Trump 42",Clinton +4,2016-05-22,2016
Florida: Trump vs. Sanders,CBS News/YouGov,"Trump 44, Sanders 44",Tie,2016-05-22,2016
Ohio: Trump vs. Sanders,CBS News/YouGov,"Sanders 48, Trump 39",Sanders +9,2016-05-22,2016
2016 Democratic Presidential Nomination,ABC News/Wash Post,"Clinton 56, Sanders 42",Clinton +14,2016-05-22,2016
President Obama Job Approval,ABC News/Wash Post,"Approve 47, Disapprove 51",Disapprove +4,2016-05-22,2016
2016 Generic Congressional Vote,ABC News/Wash Post,"Democrats 45, Republicans 45",Tie,2016-05-22,2016
Ohio: Trump vs. Clinton,CBS News/YouGov,"Clinton 44, Trump 39",Clinton +5,2016-05-22,2016
Virginia: Trump vs. Clinton,Roanoke College,"Clinton 38, Trump 38",Tie,2016-05-23,2016
California: Trump vs. Clinton,KABC/SurveyUSA,"Clinton 52, Trump 38",Clinton +14,2016-05-23,2016
2016 Democratic Presidential Nomination,NBC News/Wall St. Jrnl,"Clinton 53, Sanders 45",Clinton +8,2016-05-23,2016
President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 51, Disapprove 46",Approve +5,2016-05-23,2016
California Senate - Open Primary,KABC/SurveyUSA,"Harris 31, Sanchez 22, Del Beccaro 9, Unz 7, Sundheim 9",Harris +9,2016-05-23,2016
2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 44",Democrats +4,2016-05-23,2016
Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 66",Wrong Track +39,2016-05-23,2016
California Democratic Presidential Primary,KABC/SurveyUSA,"Clinton 57, Sanders 39",Clinton +18,2016-05-23,2016
Congressional Job Approval,Gallup,"Approve 18, Disapprove 78",Disapprove +60,2016-05-24,2016
North Carolina Governor - McCrory vs. Cooper,PPP (D)*,"McCrory 41, Cooper 41",Tie,2016-05-24,2016
