Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 41",Democrats +4,2018-08-08,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 41",Democrats +3,2018-08-08,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 41, Republicans 39",Democrats +2,2018-08-09,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 48, Republicans 41",Democrats +7,2018-08-14,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 40",Democrats +4,2018-08-15,2018
2018 Generic Congressional Vote,CNN,"Democrats 52, Republicans 41",Democrats +11,2018-08-15,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 42",Democrats +9,2018-08-15,2018
2018 Generic Congressional Vote,Pew Research,"Democrats 46, Republicans 39",Democrats +7,2018-08-16,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 45, Republicans 36",Democrats +9,2018-08-16,2018
2018 Generic Congressional Vote,Monmouth,"Democrats 48, Republicans 43",Democrats +5,2018-08-22,2018
2018 Generic Congressional Vote,FOX News,"Democrats 49, Republicans 38",Democrats +11,2018-08-22,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 44",Tie,2018-08-22,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",Democrats +6,2018-08-22,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 41, Republicans 37",Democrats +4,2018-08-23,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 42",Democrats +8,2018-08-26,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 45, Republicans 37",Democrats +8,2018-08-28,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 39",Democrats +6,2018-08-29,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 47, Republicans 34",Democrats +13,2018-08-29,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 41",Democrats +5,2018-08-29,2018
2018 Generic Congressional Vote,IBD/TIPP,"Democrats 50, Republicans 39",Democrats +11,2018-09-01,2018
2018 Generic Congressional Vote,Emerson,"Democrats 52, Republicans 39",Democrats +13,2018-09-03,2018
2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 52, Republicans 38",Democrats +14,2018-09-04,2018
2018 Generic Congressional Vote,USA Today/Suffolk,"Democrats 50, Republicans 39",Democrats +11,2018-09-04,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 40",Democrats +5,2018-09-05,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 35",Democrats +9,2018-09-05,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 42",Democrats +4,2018-09-05,2018
2018 Generic Congressional Vote,Grinnell/Selzer,"Democrats 45, Republicans 43",Democrats +2,2018-09-06,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 41",Democrats +3,2018-09-12,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 52, Republicans 38",Democrats +14,2018-09-12,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 42",Democrats +4,2018-09-12,2018
2018 Generic Congressional Vote,NPR/Marist,"Democrats 50, Republicans 38",Democrats +12,2018-09-12,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 49, Republicans 41",Democrats +8,2018-09-12,2018
2018 Generic Congressional Vote,CNN,"Democrats 52, Republicans 42",Democrats +10,2018-09-13,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 48, Republicans 41",Democrats +7,2018-09-19,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 47, Republicans 42",Democrats +5,2018-09-19,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 41",Democrats +4,2018-09-19,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 51, Republicans 43",Democrats +8,2018-09-23,2018
2018 Generic Congressional Vote,FOX News,"Democrats 49, Republicans 42",Democrats +7,2018-09-23,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 46, Republicans 38",Democrats +8,2018-09-26,2018
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 48, Republicans 41",Democrats +7,2018-09-26,2018
2018 Generic Congressional Vote,Pew Research,"Democrats 52, Republicans 42",Democrats +10,2018-09-26,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 43",Democrats +3,2018-09-26,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 48, Republicans 41",Democrats +7,2018-09-26,2018
2018 Generic Congressional Vote,Gallup,"Democrats 51, Republicans 42",Democrats +9,2018-09-28,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 45, Republicans 36",Democrats +9,2018-09-30,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 45, Republicans 37",Democrats +8,2018-10-01,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 42",Democrats +7,2018-10-02,2018
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 48, Republicans 42",Democrats +6,2018-10-03,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 50, Republicans 38",Democrats +12,2018-10-03,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 47, Republicans 42",Democrats +5,2018-10-03,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 40",Democrats +5,2018-10-03,2018
2018 Generic Congressional Vote,IBD/TIPP,"Democrats 45, Republicans 43",Democrats +2,2018-10-04,2018
2018 Generic Congressional Vote,Emerson,"Democrats 50, Republicans 42",Democrats +8,2018-10-05,2018
2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 41",Democrats +13,2018-10-09,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 47, Republicans 41",Democrats +6,2018-10-10,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 50, Republicans 38",Democrats +12,2018-10-10,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 45",Tie,2018-10-10,2018
2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 53, Republicans 42",Democrats +11,2018-10-14,2018
2018 Generic Congressional Vote,CNBC,"Democrats 42, Republicans 36",Democrats +6,2018-10-16,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 44",Democrats +1,2018-10-17,2018
2018 Generic Congressional Vote,FOX News,"Democrats 49, Republicans 42",Democrats +7,2018-10-17,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 51, Republicans 40",Democrats +11,2018-10-17,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 46, Republicans 41",Democrats +5,2018-10-17,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 41",Democrats +9,2018-10-21,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 47, Republicans 44",Democrats +3,2018-10-24,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 47, Republicans 41",Democrats +6,2018-10-24,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 49, Republicans 42",Democrats +7,2018-10-25,2018
2018 Generic Congressional Vote,USA Today/Suffolk,"Democrats 51, Republicans 43",Democrats +8,2018-10-25,2018
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 50, Republicans 40",Democrats +10,2018-10-26,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 49, Republicans 42",Democrats +7,2018-10-31,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 47, Republicans 44",Democrats +3,2018-10-31,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 47, Republicans 42",Democrats +5,2018-10-31,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 47, Republicans 38",Democrats +9,2018-11-01,2018
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 52, Republicans 43",Democrats +9,2018-11-01,2018
2018 Generic Congressional Vote,IBD/TIPP,"Democrats 50, Republicans 41",Democrats +9,2018-11-04,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 43",Democrats +7,2018-11-04,2018
2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 52, Republicans 44",Democrats +8,2018-11-04,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 46",Republicans +1,2018-11-05,2018
2018 Generic Congressional Vote,CNN,"Democrats 55, Republicans 42",Democrats +13,2018-11-05,2018
