,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
18099,2010-07-16,FOX News,Generic Congressional Vote,"Republicans 41, Democrats 37",Republicans +4,2010
18100,2010-07-16,Univ. of Wisconsin,Wisconsin Senate - Feingold vs. Johnson,"Feingold 33, Johnson 28",Feingold +5,2010
18101,2010-07-16,Rasmussen Reports,Delaware Senate - Castle vs. Coons,"Castle 47, Coons 36",Castle +11,2010
18102,2010-07-16,Rasmussen Reports,Georgia Governor - Democratic Primary,"Barnes 59, Baker 16",Barnes +43,2010
18103,2010-07-15,FOX News,President Obama Job Approval,"Approve 43, Disapprove 48",Disapprove +5,2010
18104,2010-07-15,Time,President Obama Job Approval,"Approve 49, Disapprove 45",Approve +4,2010
18105,2010-07-15,Gallup,President Obama Job Approval,"Approve 46, Disapprove 47",Disapprove +1,2010
18106,2010-07-15,Rasmussen Reports,Wisconsin Senate - Feingold vs. Johnson,"Feingold 46, Johnson 47",Johnson +1,2010
18107,2010-07-15,Rasmussen Reports,President Obama Job Approval,"Approve 46, Disapprove 53",Disapprove +7,2010
18108,2010-07-15,Rasmussen Reports,California Governor - Whitman vs. Brown,"Whitman 47, Brown 46",Whitman +1,2010
18109,2010-07-15,Insider Advantage,Georgia Governor - Republican Primary,"Handel 24, Deal 16, Oxendine 15, Johnson 13",Handel +8,2010
18110,2010-07-15,Mason-Dixon,Georgia Governor - Republican Primary,"Handel 23, Deal 18, Oxendine 31, Johnson 6",Oxendine +8,2010
18111,2010-07-15,Mason-Dixon,Georgia Governor - Democratic Primary,"Barnes 54, Baker 20",Barnes +34,2010
18112,2010-07-15,Rasmussen Reports,Georgia Governor - Republican Primary,"Handel 25, Deal 25, Oxendine 20, Johnson 13",Tie,2010
18113,2010-07-15,Quinnipiac,Connecticut Governor - Democratic Primary,"Lamont 46, Malloy 37",Lamont +9,2010
18114,2010-07-15,Quinnipiac,Connecticut Governor - Foley vs. Lamont,"Lamont 45, Foley 33",Lamont +12,2010
18115,2010-07-15,Quinnipiac,Connecticut Governor - Foley vs. Malloy,"Malloy 44, Foley 33",Malloy +11,2010
18116,2010-07-15,Quinnipiac,Connecticut Governor - Republican Primary,"Foley 48, Fedele 13, Griebel 7",Foley +35,2010
18117,2010-07-15,Rasmussen Reports,Texas Governor - Perry vs. White,"Perry 50, White 41",Perry +9,2010
18118,2010-07-15,Siena,New York Governor - Lazio vs. Cuomo,"Cuomo 60, Lazio 28",Cuomo +32,2010
18119,2010-07-15,Siena,New York Senate - Blakeman vs. Gillibrand,"Gillibrand 51, Blakeman 28",Gillibrand +23,2010
18120,2010-07-15,Siena,New York Senate - DioGuardi vs. Gillibrand,"Gillibrand 51, DioGuardi 29",Gillibrand +22,2010
18121,2010-07-15,Siena,New York Senate - Malpass vs. Gillibrand,"Gillibrand 50, Malpass 27",Gillibrand +23,2010
18122,2010-07-15,Siena,New York Senate - Republican Primary,"DioGuardi 24, Blakeman 7, Malpass 5",DioGuardi +17,2010
18123,2010-07-15,Siena,New York Senate - Berntsen vs. Schumer,"Schumer 63, Berntsen 26",Schumer +37,2010
18124,2010-07-15,Siena,New York Senate - Townsend vs. Schumer,"Schumer 63, Townsend 26",Schumer +37,2010
18125,2010-07-15,Siena,New York Senate - Berntsen vs. Townsend,"Townsend 24, Berntsen 13",Townsend +11,2010
18126,2010-07-15,Rasmussen Reports,Nevada Governor - Sandoval vs. Reid,"Sandoval 57, Reid 36",Sandoval +21,2010
18127,2010-07-15,Time,Generic Congressional Vote,"Republicans 42, Democrats 43",Democrats +1,2010
18128,2010-07-15,Time,Direction of Country,"Right Direction 39, Wrong Track 56",Wrong Track +17,2010
18129,2010-07-14,Quinnipiac,Pennsylvania Senate - Sestak vs. Toomey,"Toomey 43, Sestak 43",Tie,2010
18130,2010-07-14,Rasmussen Reports,California Senate - Boxer vs. Fiorina,"Boxer 49, Fiorina 42",Boxer +7,2010
18131,2010-07-14,Rasmussen Reports,Missouri Senate - Blunt vs. Carnahan,"Blunt 47, Carnahan 45",Blunt +2,2010
18132,2010-07-14,Behavior Research Center,Arizona Senate - Republican Primary,"McCain 64, Hayworth 19",McCain +45,2010
18133,2010-07-14,PPP (D),Obama and Democrats' Health Care Plan,"For/Favor 40, Against/Oppose 53",Against/Oppose +13,2010
18134,2010-07-14,Bloomberg,Direction of Country,"Right Direction 31, Wrong Track 63",Wrong Track +32,2010
18135,2010-07-14,Bloomberg,President Obama Job Approval,"Approve 52, Disapprove 44",Approve +8,2010
18136,2010-07-14,Bloomberg,Generic Congressional Vote,"Republicans 48, Democrats 40",Republicans +8,2010
18137,2010-07-14,SurveyUSA*,North Carolina Senate - Burr vs. Marshall,"Burr 46, Marshall 36",Burr +10,2010
18138,2010-07-14,Rasmussen Reports,Direction of Country,"Right Direction 31, Wrong Track 64",Wrong Track +33,2010
18139,2010-07-14,Magellan Strategies (R),Georgia Governor - Republican Primary,"Handel 32, Deal 18, Oxendine 18, Johnson 12",Handel +14,2010
18140,2010-07-14,Rasmussen Reports,New Hampshire Senate - Ayotte vs. Hodes,"Ayotte 49, Hodes 37",Ayotte +12,2010
18141,2010-07-14,Rasmussen Reports,New Hampshire Senate - Binnie vs. Hodes,"Binnie 49, Hodes 38",Binnie +11,2010
18142,2010-07-14,PPP (D),Maryland Senate - Wargotz vs. Mikulski,"Mikulski 59, Wargotz 27",Mikulski +32,2010
18143,2010-07-14,PPP (D),Maryland Senate - Rutledge vs. Mikulski,"Mikulski 58, Rutledge 30",Mikulski +28,2010
18144,2010-07-13,Reuters/Ipsos,Florida Senate - Rubio vs. Meek vs. Crist,"Crist 35, Rubio 28, Meek 17",Crist +7,2010
18145,2010-07-13,Reuters/Ipsos,Florida Senate - Rubio vs. Greene vs. Crist,"Crist 34, Rubio 29, Greene 18",Crist +5,2010
18146,2010-07-13,Reuters/Ipsos,Florida Governor - McCollum vs. Sink vs. Chiles,"Sink 31, McCollum 30, Chiles 12",Sink +1,2010
18147,2010-07-13,Reuters/Ipsos,Florida Governor - Scott vs. Sink vs. Chiles,"Scott 34, Sink 31, Chiles 13",Scott +3,2010
18148,2010-07-13,Rasmussen Reports,Nevada Senate - Angle vs. Reid,"Reid 43, Angle 46",Angle +3,2010
18149,2010-07-13,SurveyUSA,California Governor - Whitman vs. Brown,"Whitman 46, Brown 39",Whitman +7,2010
18150,2010-07-13,SurveyUSA,California Senate - Boxer vs. Fiorina,"Boxer 45, Fiorina 47",Fiorina +2,2010
18151,2010-07-13,PPP (D),Maryland Governor - Ehrlich vs. O'Malley,"Ehrlich 42, O'Malley 45",O'Malley +3,2010
18152,2010-07-13,Rasmussen Reports,Colorado Senate - Buck vs. Bennet,"Buck 48, Bennet 39",Buck +9,2010
18153,2010-07-13,Rasmussen Reports,Colorado Senate - Norton vs. Bennet,"Norton 47, Bennet 40",Norton +7,2010
18154,2010-07-13,Rasmussen Reports,Colorado Senate - Norton vs. Romanoff,"Norton 44, Romanoff 42",Norton +2,2010
18155,2010-07-13,Rasmussen Reports,Colorado Senate - Buck vs. Romanoff,"Buck 47, Romanoff 42",Buck +5,2010
18156,2010-07-13,CBS News,President Obama Job Approval,"Approve 44, Disapprove 44",Tie,2010
18157,2010-07-13,CBS News,Obama and Democrats' Health Care Plan,"For/Favor 36, Against/Oppose 49",Against/Oppose +13,2010
18158,2010-07-13,ABC News/Wash Post,President Obama Job Approval,"Approve 50, Disapprove 47",Approve +3,2010
18159,2010-07-13,Quinnipiac,Pennsylvania Governor - Corbett vs. Onorato,"Corbett 44, Onorato 37",Corbett +7,2010
18160,2010-07-13,Pew/National Journal,Obama and Democrats' Health Care Plan,"For/Favor 35, Against/Oppose 47",Against/Oppose +12,2010
18161,2010-07-13,SurveyUSA,Minnesota 6th District - Bachmann vs. Clark vs. Anderson,"Bachmann 48, Clark 39, Anderson 6",Bachmann +9,2010
18162,2010-07-13,Rasmussen Reports,Maryland Senate - Wargotz vs. Mikulski,"Mikulski 58, Wargotz 33",Mikulski +25,2010
18163,2010-07-13,ABC News/Wash Post,Generic Congressional Vote,"Republicans 49, Democrats 45",Republicans +4,2010
18164,2010-07-12,Rasmussen Reports*,Obama and Democrats' Health Care Plan,"For/Favor 42, Against/Oppose 53",Against/Oppose +11,2010
18165,2010-07-12,Gallup,Generic Congressional Vote,"Republicans 46, Democrats 47",Democrats +1,2010
18166,2010-07-12,Rasmussen Reports,Generic Congressional Vote,"Republicans 44, Democrats 38",Republicans +6,2010
18167,2010-07-12,Rasmussen Reports,Maryland Governor - Ehrlich vs. O'Malley,"Ehrlich 47, O'Malley 46",Ehrlich +1,2010
18168,2010-07-12,Rasmussen Reports,Indiana Senate - Coats vs. Ellsworth,"Coats 51, Ellsworth 30",Coats +21,2010
18169,2010-07-11,Insider Advantage,Georgia Governor - Democratic Primary,"Barnes 59, Baker 15",Barnes +44,2010
18170,2010-07-10,Rasmussen Reports,South Dakota Governor - Daugaard vs. Heidepriem,"Daugaard 52, Heidepreim 35",Daugaard +17,2010
18171,2010-07-09,Rasmussen Reports,West Virginia Senate Special Election - Capito vs. Manchin,"Manchin 53, Capito 39",Manchin +14,2010
18172,2010-07-09,Rasmussen Reports,West Virginia Senate Special Election - Ireland vs. Manchin,"Manchin 65, Ireland 26",Manchin +39,2010
18173,2010-07-09,SurveyUSA,Georgia Governor - Republican Primary,"Handel 23, Deal 12, Oxendine 32, Johnson 12",Oxendine +9,2010
18174,2010-07-09,SurveyUSA,Georgia Governor - Democratic Primary,"Barnes 56, Baker 18",Barnes +38,2010
18175,2010-07-09,WSMV - Nashville,Tennessee Governor - Republican Primary,"Haslam 32, Wamp 21, Ramsey 11",Haslam +11,2010
18176,2010-07-09,WSMV - Nashville,Tennessee Governor - Wamp vs. McWherter,"Wamp 59, McWherter 35",Wamp +24,2010
18177,2010-07-09,WSMV - Nashville,Tennessee Governor - Haslam vs. McWherter,"Haslam 60, McWherter 34",Haslam +26,2010
18178,2010-07-09,WSMV - Nashville,Tennessee Governor - Ramsey vs. McWherter,"Ramsey 51, McWherter 41",Ramsey +10,2010
18179,2010-07-09,Rasmussen Reports,Illinois Governor - Brady vs. Quinn,"Brady 43, Quinn 40",Brady +3,2010
18180,2010-07-09,Rasmussen Reports,South Dakota At-Large - Noem vs. Herseth Sandlin,"Noem 49, Herseth Sandlin 44",Noem +5,2010
18181,2010-07-08,Democracy Corps (D),Generic Congressional Vote,"Republicans 48, Democrats 42",Republicans +6,2010
18182,2010-07-08,Field,California Senate - Boxer vs. Fiorina,"Boxer 47, Fiorina 44",Boxer +3,2010
18183,2010-07-08,Rasmussen Reports,Florida Senate - Rubio vs. Meek vs. Crist,"Crist 34, Rubio 36, Meek 15",Rubio +2,2010
18184,2010-07-08,Rasmussen Reports,Florida Senate - Rubio vs. Greene vs. Crist,"Crist 33, Rubio 37, Greene 18",Rubio +4,2010
18185,2010-07-08,Rasmussen Reports,Illinois Senate - Giannoulias vs. Kirk,"Kirk 39, Giannoulias 40",Giannoulias +1,2010
18186,2010-07-08,Democracy Corps (D),President Obama Job Approval,"Approve 46, Disapprove 50",Disapprove +4,2010
18187,2010-07-08,Democracy Corps (D),Direction of Country,"Right Direction 32, Wrong Track 61",Wrong Track +29,2010
18188,2010-07-07,Rasmussen Reports,North Carolina Senate - Burr vs. Marshall,"Burr 52, Marshall 37",Burr +15,2010
18189,2010-07-07,Field,California Governor - Whitman vs. Brown,"Whitman 43, Brown 44",Brown +1,2010
18190,2010-07-07,FOX News,Generic Congressional Vote,"Republicans 42, Democrats 40",Republicans +2,2010
18191,2010-07-07,Rasmussen Reports,Oklahoma Governor - Fallin vs. Askins,"Fallin 55, Askins 32",Fallin +23,2010
18192,2010-07-07,Rasmussen Reports,Oklahoma Governor - Fallin vs. Edmondson,"Fallin 48, Edmondson 39",Fallin +9,2010
18193,2010-07-07,Rasmussen Reports,Kansas Senate - Moran vs. Johnston,"Moran 59, Johnston 23",Moran +36,2010
18194,2010-07-07,Rasmussen Reports,Kansas Senate - Tiahrt vs. Johnston,"Tiahrt 52, Johnston 32",Tiahrt +20,2010
18195,2010-07-06,PPP (D),Kentucky Senate - Paul vs. Conway,"Paul 43, Conway 43",Tie,2010
18196,2010-07-06,Rasmussen Reports,Pennsylvania Governor - Corbett vs. Onorato,"Corbett 49, Onorato 39",Corbett +10,2010
18197,2010-07-06,Resurgent Republic (R),President Obama Job Approval,"Approve 49, Disapprove 48",Approve +1,2010
18198,2010-07-06,Resurgent Republic (R),Direction of Country,"Right Direction 27, Wrong Track 64",Wrong Track +37,2010
18199,2010-07-06,Gallup,Generic Congressional Vote,"Republicans 46, Democrats 44",Republicans +2,2010
18200,2010-07-06,Rasmussen Reports,Kansas Governor - Brownback vs. Holland,"Brownback 59, Holland 31",Brownback +28,2010
18201,2010-07-06,Rasmussen Reports,Oklahoma Senate - Coburn vs. Myles,"Coburn 62, Myles 27",Coburn +35,2010
18202,2010-07-06,Rasmussen Reports,Oklahoma Senate - Coburn vs. Rogers,"Coburn 65, Rogers 26",Coburn +39,2010
18203,2010-07-06,PPP (D),North Carolina Senate - Burr vs. Marshall vs. Beitler,"Burr 38, Marshall 33, Beitler 10",Burr +5,2010
18204,2010-07-05,Rasmussen Reports*,Obama and Democrats' Health Care Plan,"For/Favor 36, Against/Oppose 60",Against/Oppose +24,2010
18205,2010-07-05,Rasmussen Reports,Ohio Governor - Kasich vs. Strickland,"Kasich 47, Strickland 40",Kasich +7,2010
18206,2010-07-02,Rasmussen Reports,Ohio Senate - Portman vs. Fisher,"Portman 43, Fisher 39",Portman +4,2010
18207,2010-07-02,FOX News,Arizona Immigration Law,"For/Favor 52, Against/Oppose 27",For/Favor +25,2010
18208,2010-07-02,Magellan Strategies (R),Maryland Governor - Ehrlich vs. O'Malley,"Ehrlich 46, O'Malley 43",Ehrlich +3,2010
18209,2010-07-02,Insider Advantage,Georgia Governor - Republican Primary,"Handel 18, Deal 12, Oxendine 18, Johnson 8",Tie,2010
18210,2010-07-01,Rasmussen Reports,Pennsylvania Senate - Sestak vs. Toomey,"Toomey 45, Sestak 39",Toomey +6,2010
18211,2010-07-01,FOX News,President Obama Job Approval,"Approve 47, Disapprove 45",Approve +2,2010
18212,2010-07-01,FOX News,Congressional Job Approval,"Approve 24, Disapprove 66",Disapprove +42,2010
18213,2010-07-01,Magellan Strategies (R),Oregon Governor - Dudley vs. Kitzhaber,"Dudley 41, Kitzhaber 40",Dudley +1,2010
18214,2010-07-01,Rasmussen Reports,Direction of Country,"Right Direction 28, Wrong Track 66",Wrong Track +38,2010
18215,2010-07-01,Pew Research,Generic Congressional Vote,"Republicans 45, Democrats 45",Tie,2010
18216,2010-07-01,Rasmussen Reports,Arizona Governor - Brewer vs. Goddard,"Brewer 53, Goddard 35",Brewer +18,2010
18217,2010-06-30,Quinnipiac,Ohio Senate - Portman vs. Fisher,"Portman 40, Fisher 42",Fisher +2,2010
18218,2010-06-30,PPP (D),Ohio Senate - Portman vs. Fisher,"Portman 38, Fisher 40",Fisher +2,2010
18219,2010-06-30,Rasmussen Reports,Kentucky Senate - Paul vs. Conway,"Paul 49, Conway 42",Paul +7,2010
18220,2010-06-30,Rasmussen Reports,Missouri Senate - Blunt vs. Carnahan,"Blunt 48, Carnahan 43",Blunt +5,2010
18221,2010-06-30,Reuters/Ipsos,California Senate - Boxer vs. Fiorina,"Boxer 45, Fiorina 41",Boxer +4,2010
18222,2010-06-30,Reuters/Ipsos,California Governor - Whitman vs. Brown,"Whitman 39, Brown 45",Brown +6,2010
18223,2010-06-30,PPP (D),Wisconsin Governor - Walker vs. Barrett,"Walker 45, Barrett 38",Walker +7,2010
18224,2010-06-30,Marist,President Obama Job Approval,"Approve 44, Disapprove 45",Disapprove +1,2010
18225,2010-06-30,Rasmussen Reports,Hawaii Governor - Aiona vs. Abercrombie,"Abercrombie 58, Aiona 32",Abercrombie +26,2010
18226,2010-06-30,Rasmussen Reports,Hawaii Governor - Aiona vs. Hannemann,"Hannemann 52, Aiona 30",Hannemann +22,2010
18227,2010-06-30,Rasmussen Reports,Hawaii Governor - Carroll vs. Hannemann,"Hannemann 57, Carroll 23",Hannemann +34,2010
18228,2010-06-30,Rasmussen Reports,Hawaii Governor - Carroll vs. Abercrombie,"Abercrombie 59, Carroll 30",Abercrombie +29,2010
18229,2010-06-29,PPP (D),Wisconsin Senate - Feingold vs. Johnson,"Feingold 45, Johnson 43",Feingold +2,2010
18230,2010-06-29,Quinnipiac,Ohio Governor - Kasich vs. Strickland,"Kasich 38, Strickland 43",Strickland +5,2010
18231,2010-06-29,PPP (D),Ohio Governor - Kasich vs. Strickland,"Kasich 43, Strickland 41",Kasich +2,2010
18232,2010-06-29,Rasmussen Reports*,Obama and Democrats' Health Care Plan,"For/Favor 40, Against/Oppose 52",Against/Oppose +12,2010
18233,2010-06-29,Rasmussen Reports,Louisiana Senate - Vitter vs. Melancon,"Vitter 53, Melancon 35",Vitter +18,2010
18234,2010-06-29,Rasmussen Reports,New York Governor - Lazio vs. Cuomo,"Cuomo 55, Lazio 28",Cuomo +27,2010
18235,2010-06-29,Rasmussen Reports,Hawaii Senate - Roco vs. Inouye,"Inouye 68, Roco 20",Inouye +48,2010
18236,2010-06-28,Rasmussen Reports,Generic Congressional Vote,"Republicans 44, Democrats 38",Republicans +6,2010
18237,2010-06-28,Gallup,Generic Congressional Vote,"Republicans 45, Democrats 46",Democrats +1,2010
18238,2010-06-28,PPP (D)*,North Carolina Senate - Burr vs. Marshall,"Burr 38, Marshall 33",Burr +5,2010
18239,2010-06-28,Rasmussen Reports,South Carolina Governor - Haley vs. Sheheen,"Haley 52, Sheheen 40",Haley +12,2010
18240,2010-06-28,SurveyUSA,Kansas Senate - Republican Primary,"Moran 53, Tiahrt 33",Moran +20,2010
18241,2010-06-28,SurveyUSA,Kansas Senate - Democratic Primary,"Johnston 24, Schollenberger 16, Haley 11, Conroy 11, Wiesner 4",Johnston +8,2010
18242,2010-06-28,Rasmussen Reports,Utah Governor Special Election - Herbert vs. Corroon,"Herbert 58, Corroon 31",Herbert +27,2010
18243,2010-06-27,Boston Globe/UNH,Massachusetts Governor - Baker vs. Patrick vs. Cahill,"Patrick 38, Baker 31, Cahill 9",Patrick +7,2010
18244,2010-06-26,Rasmussen Reports,Wyoming Governor - Mead vs. Peterson,"Mead 49, Peterson 22",Mead +27,2010
18245,2010-06-26,Rasmussen Reports,Wyoming Governor - Meyer vs. Peterson,"Meyer 51, Peterson 23",Meyer +28,2010
18246,2010-06-26,Rasmussen Reports,Wyoming Governor - Simpson vs. Peterson,"Simpson 44, Peterson 28",Simpson +16,2010
18247,2010-06-26,Rasmussen Reports,Wyoming Governor - Micheli vs. Peterson,"Micheli 47, Peterson 27",Micheli +20,2010
18248,2010-06-26,Rasmussen Reports,Wyoming Governor - Mead vs. Gosar,"Mead 51, Gosar 23",Mead +28,2010
18249,2010-06-26,Rasmussen Reports,Wyoming Governor - Meyer vs. Gosar,"Meyer 52, Gosar 23",Meyer +29,2010
18250,2010-06-26,Rasmussen Reports,Wyoming Governor - Simpson vs. Gosar,"Simpson 51, Gosar 24",Simpson +27,2010
18251,2010-06-26,Rasmussen Reports,Wyoming Governor - Micheli vs. Gosar,"Micheli 46, Gosar 28",Micheli +18,2010
18252,2010-06-25,Rasmussen Reports,Washington Senate - Rossi vs. Murray,"Murray 47, Rossi 47",Tie,2010
18253,2010-06-25,Newsweek,President Obama Job Approval,"Approve 48, Disapprove 46",Approve +2,2010
18254,2010-06-25,SurveyUSA*,North Carolina Senate - Burr vs. Marshall,"Burr 50, Marshall 40",Burr +10,2010
18255,2010-06-25,Rasmussen Reports,Nevada Governor - Sandoval vs. Reid,"Sandoval 55, Reid 33",Sandoval +22,2010
18256,2010-06-25,Rasmussen Reports,Utah Senate - Lee vs. Granato,"Lee 58, Granato 28",Lee +30,2010
18257,2010-06-24,Rasmussen Reports,Nevada Senate - Angle vs. Reid,"Reid 41, Angle 48",Angle +7,2010
18258,2010-06-24,Magellan Strategies (R),Arizona Senate - Republican Primary,"McCain 52, Hayworth 29",McCain +23,2010
18259,2010-06-24,Rasmussen Reports,North Carolina Senate - Burr vs. Marshall,"Burr 44, Marshall 43",Burr +1,2010
18260,2010-06-24,Pew Research,President Obama Job Approval,"Approve 48, Disapprove 43",Approve +5,2010
18261,2010-06-24,Gallup,Congressional Job Approval,"Approve 20, Disapprove 74",Disapprove +54,2010
18262,2010-06-24,Rasmussen Reports,Vermont Senate - Britton vs. Leahy,"Leahy 64, Britton 29",Leahy +35,2010
18263,2010-06-23,NBC News/Wall St. Jrnl,President Obama Job Approval,"Approve 45, Disapprove 48",Disapprove +3,2010
18264,2010-06-23,Magellan Strategies (R),New Mexico Governor - Martinez vs. Denish,"Martinez 44, Denish 43",Martinez +1,2010
18265,2010-06-23,Rasmussen Reports,Massachusetts Governor - Baker vs. Patrick vs. Cahill,"Patrick 41, Baker 34, Cahill 16",Patrick +7,2010
18266,2010-06-23,PPP (D),Pennsylvania Governor - Corbett vs. Onorato,"Corbett 45, Onorato 35",Corbett +10,2010
18267,2010-06-23,Rasmussen Reports,Wisconsin Governor - Walker vs. Barrett,"Walker 49, Barrett 41",Walker +8,2010
18268,2010-06-23,NBC News/Wall St. Jrnl,Direction of Country,"Right Direction 29, Wrong Track 62",Wrong Track +33,2010
18269,2010-06-23,NBC News/Wall St. Jrnl,Congressional Job Approval,"Approve 22, Disapprove 73",Disapprove +51,2010
18270,2010-06-23,Rasmussen Reports,Oregon Senate - Huffman vs. Wyden,"Wyden 47, Huffman 37",Wyden +10,2010
18271,2010-06-23,Rasmussen Reports,Vermont Governor - Dubie vs. Markowitz,"Dubie 47, Markowitz 40",Dubie +7,2010
18272,2010-06-23,Rasmussen Reports,Vermont Governor - Dubie vs. Racine,"Dubie 51, Racine 36",Dubie +15,2010
18273,2010-06-23,Rasmussen Reports,Vermont Governor - Dubie vs. Shumlin,"Dubie 55, Shumlin 36",Dubie +19,2010
18274,2010-06-23,Rasmussen Reports,Vermont Governor - Dubie vs. Dunne,"Dubie 52, Dunne 32",Dubie +20,2010
18275,2010-06-23,Rasmussen Reports,Vermont Governor - Dubie vs. Bartlett,"Dubie 55, Bartlett 29",Dubie +26,2010
18276,2010-06-22,PPP (D),Pennsylvania Senate - Sestak vs. Toomey,"Toomey 41, Sestak 41",Tie,2010
18277,2010-06-22,Rasmussen Reports,Wisconsin Senate - Feingold vs. Johnson,"Feingold 46, Johnson 45",Feingold +1,2010
18278,2010-06-22,PPP (D),Texas Governor - Perry vs. White,"Perry 43, White 43",Tie,2010
18279,2010-06-22,Rasmussen Reports,Oregon Governor - Dudley vs. Kitzhaber,"Dudley 47, Kitzhaber 45",Dudley +2,2010
18280,2010-06-22,Rasmussen Reports,Arizona Senate - Republican Primary,"McCain 47, Hayworth 36",McCain +11,2010
18281,2010-06-22,Rasmussen Reports*,Obama and Democrats' Health Care Plan,"For/Favor 40, Against/Oppose 55",Against/Oppose +15,2010
18282,2010-06-22,Rasmussen Reports,Direction of Country,"Right Direction 28, Wrong Track 67",Wrong Track +39,2010
18283,2010-06-22,SurveyUSA,Georgia Governor - Democratic Primary,"Barnes 63, Baker 13",Barnes +50,2010
18284,2010-06-22,SurveyUSA,Georgia Governor - Republican Primary,"Handel 18, Deal 17, Oxendine 34, Johnson 6",Oxendine +16,2010
18285,2010-06-22,Quinnipiac,New York Governor - Lazio vs. Cuomo,"Cuomo 58, Lazio 26",Cuomo +32,2010
18286,2010-06-22,Quinnipiac,New York Senate - Blakeman vs. Gillibrand,"Gillibrand 46, Blakeman 26",Gillibrand +20,2010
18287,2010-06-22,Quinnipiac,New York Senate - Malpass vs. Gillibrand,"Gillibrand 47, Malpass 25",Gillibrand +22,2010
18288,2010-06-22,Quinnipiac,New York Senate - Republican Primary,"DioGuardi , Blakeman 14, Malpass 11",Blakeman +3,2010
18289,2010-06-22,Rasmussen Reports,North Dakota Senate - Hoeven vs. Potter,"Hoeven 73, Potter 19",Hoeven +54,2010
18290,2010-06-21,Gallup,Generic Congressional Vote,"Republicans 46, Democrats 46",Tie,2010
18291,2010-06-21,Rasmussen Reports,Generic Congressional Vote,"Republicans 44, Democrats 36",Republicans +8,2010
18292,2010-06-21,CBS News/NY Times,President Obama Job Approval,"Approve 47, Disapprove 43",Approve +4,2010
18293,2010-06-21,CBS News/NY Times,Direction of Country,"Right Direction 32, Wrong Track 60",Wrong Track +28,2010
18294,2010-06-21,CBS News/NY Times,Congressional Job Approval,"Approve 19, Disapprove 70",Disapprove +51,2010
18295,2010-06-21,Rasmussen Reports,North Dakota At-Large - Berg vs. Pomeroy,"Berg 51, Pomeroy 44",Berg +7,2010
18296,2010-06-21,Rasmussen Reports,Arizona Governor - Republican Primary,"Brewer 61, Mills 16, Martin 12",Brewer +45,2010
18297,2010-06-20,Denver Post/SurveyUSA,Colorado Senate - Buck vs. Bennet,"Buck 46, Bennet 43",Buck +3,2010
18298,2010-06-20,Denver Post/SurveyUSA,Colorado Governor - McInnis vs. Hickenlooper,"McInnis 47, Hickenlooper 43",McInnis +4,2010
18299,2010-06-20,Denver Post/SurveyUSA,Colorado Senate - Republican Primary,"Buck 53, Norton 37",Buck +16,2010
18300,2010-06-20,Denver Post/SurveyUSA,Colorado Senate - Democratic Primary,"Bennet 53, Romanoff 36",Bennet +17,2010
18301,2010-06-20,Denver Post/SurveyUSA,Colorado Senate - Buck vs. Romanoff,"Buck 49, Romanoff 40",Buck +9,2010
18302,2010-06-20,Denver Post/SurveyUSA,Colorado Senate - Norton vs. Bennet,"Norton 47, Bennet 44",Norton +3,2010
18303,2010-06-20,Denver Post/SurveyUSA,Colorado Senate - Norton vs. Romanoff,"Norton 45, Romanoff 41",Norton +4,2010
18304,2010-06-20,Denver Post/SurveyUSA,Colorado Governor - Maes vs. Hickenlooper,"Hickenlooper 44, Maes 45",Maes +1,2010
18305,2010-06-20,Denver Post/SurveyUSA,Colorado Governor - Republican Primary,"McInnis 57, Maes 29",McInnis +28,2010
18306,2010-06-23,Gallup,President Obama Job Approval,"Approve 45, Disapprove 46",Disapprove +1,2010
18307,2010-06-23,Rasmussen Reports,President Obama Job Approval,"Approve 48, Disapprove 51",Disapprove +3,2010
18308,2010-06-23,Rasmussen Reports,Wisconsin Governor - Neumann vs. Barrett,"Neumann 47, Barrett 39",Neumann +8,2010
18309,2010-06-22,Rasmussen Reports,Wisconsin Senate - Feingold vs. Westlake,"Feingold 47, Westlake 41",Feingold +6,2010
18310,2010-06-22,SurveyUSA,Georgia Governor - Republican Primary,"Oxendine 34, Handel 18, Deal 17, Johnson 6",Oxendine +16,2010
18311,2010-06-22,Quinnipiac,New York Governor - Republican Primary,"Lazio 46, Paladino 17",Lazio +29,2010
18312,2010-06-20,Denver Post/SurveyUSA,Colorado Governor - Maes vs. Hickenlooper,"Maes 45, Hickenlooper 44",Maes +1,2010
18313,2010-06-19,FL Chamber of Commerce,Florida Governor - Republican Primary,"Scott 35, McCollum 30",Scott +5,2010
18314,2010-06-19,FL Chamber of Commerce,Florida Governor - McCollum vs. Sink vs. Chiles,"McCollum 31, Sink 26, Chiles 15",McCollum +5,2010
18315,2010-06-19,FL Chamber of Commerce,Florida Governor - Scott vs. Sink vs. Chiles,"Scott 30, Sink 26, Chiles 15",Scott +4,2010
18316,2010-06-19,FL Chamber of Commerce,Florida Senate - Rubio vs. Meek vs. Crist,"Crist 42, Rubio 31, Meek 14",Crist +11,2010
18317,2010-06-19,Deseret News,Utah Senate - Republican Primary,"Bridgewater 42, Lee 33",Bridgewater +9,2010
18318,2010-06-19,EPIC-MRA,Michigan Governor - Republican Primary,"Hoekstra 24, Snyder 20, Cox 26, Bouchard 16",Cox +2,2010
